clinic_id,clinic_name,state,region,dog_breed,cat_breed,fish_breed,bird_breed,treatment_cost,wait_time,recommended
C-4801579,Energique Pet and Animal Emerging Clinic,TX,South,Bulldog,Persian,,,142,14,1
C-6388141,Meditrend Inc. DBA Progena Professional Pet and Animal Emerging Clinic,TX,South,Golden Retriever,,,,150,20,1
C-0272807,St Marys Medical Park Pet and Animal Emerging Clinic,CA,West,,,,,69,18,1
C-2860760,Physicians Total Care Pet and Animal Emerging Clinic,OH,Northeast,Labrador Retriever,American Bobtail,,,130,21,1
C-7129435,LG Household and Healthcare Pet and Animal Emerging Clinic,FL,South,Labrador Retriever,,,,158,22,1
C-0360448,REMEDYREPACK Pet and Animal Emerging Clinic,IN,West,Boxer,,,,137,19,1
C-3337444,Barr Laboratories Pet and Animal Emerging Clinic,IL,West,,,,,159,17,1
C-4225828,Nelco Laboratories Pet and Animal Emerging Clinic,RI,Northeast,Bulldog,Scottish Fold,,,89,21,1
C-5741001,AvKARE Pet and Animal Emerging Clinic,KS,South,Beagle,,,,143,21,1
C-6575705,Vivier Pharma Pet and Animal Emerging Clinic,AK,#N/A,Labrador Retriever,,,,106,19,1
C-6026626,Mycone Dental Supply Co. Inc DBA Keystone Industries and Deepak Products Pet and Animal Emerging Clinic,FL,South,,Persian,,,126,20,1
C-4936699,Alvogen Pet and Animal Emerging Clinic,OK,Midwest,Labrador Retriever,American Bobtail,Cory Catfish,Finch,101,18,1
C-6864956,Ningbo Meiduo General Products Co. Pet and Animal Emerging Clinic,FL,South,,,,,141,28,0
C-4080038,Lake Erie Medical DBA Quality Care Products Pet and Animal Emerging Clinic,AZ,West,Yorkshire Terrier,,,,113,26,0
C-6902175,SESVALIA USA Pet and Animal Emerging Clinic,AZ,West,Beagle,,,,123,23,1
C-0303641,REMEDYREPACK Pet and Animal Emerging Clinic,CA,West,Bulldog,Siamese,,,169,22,1
C-7094024,Jubilant HollisterStier Pet and Animal Emerging Clinic,NC,West,,,,,130,20,1
C-9070137,Laboratoires Clarins Pet and Animal Emerging Clinic,NV,Northeast,Beagle,Siamese,,,151,20,1
C-8822018,MAKEUP ART Pet and Animal Emerging Clinic,CA,West,Labrador Retriever,,,,138,16,1
C-5030646,Physicians Total Care Pet and Animal Emerging Clinic,NY,Northeast,Golden Retriever,,,,157,30,0
C-0905807,West-ward Pharmaceutical Pet and Animal Emerging Clinic,GA,South,German Shepherd,Maine Coone,,,134,18,1
C-2118723,Markwins Beauty Products Pet and Animal Emerging Clinic,WI,South,Beagle,,,,146,24,1
C-5117804,NASH-FINCH Pet and Animal Emerging Clinic,IL,West,Yorkshire Terrier,,,,108,24,1
C-0007799,Procter & Gamble Manufacturing Pet and Animal Emerging Clinic,PA,West,Bulldog,Maine Coone,Goldfish,African Gray Parrot,121,16,1
C-7032303,Cephalon Pet and Animal Emerging Clinic,DC,Northeast,German Shepherd,,,,76,14,1
C-4646107,STAT Rx USA Pet and Animal Emerging Clinic,NY,Northeast,,American Shorthair,Goldfish,Parrotlet,92,23,1
C-0009958,Colgate Oral Pharmaceuticals Pet and Animal Emerging Clinic,OK,Midwest,,,,,124,26,0
C-2961266,B. Braun Medical Pet and Animal Emerging Clinic,FL,South,,,,,71,17,1
C-5284095,Sandoz Pet and Animal Emerging Clinic,AZ,West,German Shepherd,Scottish Fold,,,88,13,1
C-4266841,REMEDYREPACK Pet and Animal Emerging Clinic,CA,West,Labrador Retriever,,,,115,14,1
C-4563046,AAA Pharmaceutical Pet and Animal Emerging Clinic,IL,West,,Scottish Fold,,,126,20,1
C-3060634,Cargo Cosmetics Pet and Animal Emerging Clinic,CA,West,,,,,109,20,1
C-1765085,Sandoz Pet and Animal Emerging Clinic,FL,South,German Shepherd,American Bobtail,,,106,24,1
C-8640799,Bliss World Pet and Animal Emerging Clinic,OH,Northeast,,,,,91,18,1
C-8522107,Apotex Pet and Animal Emerging Clinic,VA,West,Boxer,,,,144,21,1
C-0258802,Amneal Pharmaceuticals of New York Pet and Animal Emerging Clinic,IN,West,Golden Retriever,,,,131,26,0
C-1184498,Reckitt Benckiser Pet and Animal Emerging Clinic,WV,South,Boxer,Siamese,,,103,27,0
C-5679975,Kareway Product Pet and Animal Emerging Clinic,WI,South,,,,,84,21,1
C-7407663,Mylan Pharmaceuticals Pet and Animal Emerging Clinic,TX,South,Yorkshire Terrier,American Shorthair,,,132,20,1
C-3261951,ALK-Abello Pet and Animal Emerging Clinic,CA,West,,,,,106,30,0
C-6963787,U.S. Pet and Animal Emerging Clinic,CA,West,,,,,128,21,1
C-2207742,Natural Health Pet and Animal Emerging Clinic,MA,South,,,,,86,15,1
C-5248067,Physicians Total Care Pet and Animal Emerging Clinic,TX,South,Labrador Retriever,,,,111,23,1
C-4274952,Physicians Total Care Pet and Animal Emerging Clinic,MN,South,Beagle,,,,144,20,1
C-2706989,Washington Homeopathic Pet and Animal Emerging Clinic,OH,Northeast,Yorkshire Terrier,American Bobtail,,,160,25,0
C-8890710,Novartis Consumer Health Pet and Animal Emerging Clinic,TX,South,,,,,120,29,0
C-1180448,HOMEOLAB USA Pet and Animal Emerging Clinic,IA,West,,Persian,,,100,23,1
C-2606141,Genzyme Pet and Animal Emerging Clinic,OR,South,,Maine Coone,,,93,16,1
C-8021177,Western Family Foods Pet and Animal Emerging Clinic,MN,South,,American Bobtail,,,93,11,1
C-9661319,Procter & Gamble Manufacturing Pet and Animal Emerging Clinic,DC,Northeast,,,,,179,27,0
C-1932107,Dolgencorp Pet and Animal Emerging Clinic,LA,South,,Siamese,,,93,16,1
C-2858310,REMEDYREPACK Pet and Animal Emerging Clinic,CA,West,Golden Retriever,Scottish Fold,,,112,27,0
C-4761042,Heckman Healthcare Service & Supplies Pet and Animal Emerging Clinic,CA,West,Yorkshire Terrier,American Bobtail,,,111,21,1
C-9528941,Cobalt Laboratories Pet and Animal Emerging Clinic,NC,West,Yorkshire Terrier,,,,118,21,1
C-1220473,Coastal Welding Supply Pet and Animal Emerging Clinic,NV,Northeast,Beagle,,,,52,22,1
C-8273749,Valu Merchandisers Pet and Animal Emerging Clinic,OK,Midwest,,,,,174,19,1
C-1300637,Airgas-West Pet and Animal Emerging Clinic,CO,West,,,,,164,16,1
C-5476343,Dolgencorp Pet and Animal Emerging Clinic,VA,West,,,,,103,25,0
C-0237977,CVS Pharmacy Pet and Animal Emerging Clinic,MD,Northeast,,American Bobtail,,,122,30,0
C-2927333,Cardinal Pet and Animal Emerging Clinic,CA,West,Boxer,American Bobtail,Guppy,Parrotlet,76,21,1
C-4161281,PD-Rx Pharmaceuticals Pet and Animal Emerging Clinic,TX,South,,,Angelfish,Parrotlet,79,20,1
C-5970748,Prime Enterprises Pet and Animal Emerging Clinic,CO,West,Labrador Retriever,,,,101,20,1
C-7650240,Boca Pharmacal Pet and Animal Emerging Clinic,TX,South,,,,,107,15,1
C-1484172,Topco Associates Pet and Animal Emerging Clinic,NM,Northeast,,,,,93,31,1
C-6941229,Walgreens,IA,West,Golden Retriever,American Shorthair,,,154,29,0
C-7258806,Mylan Institutional Pet and Animal Emerging Clinic,CA,West,German Shepherd,,,,146,13,1
C-6692908,Pharmacia and Upjohn Pet and Animal Emerging Clinic,OK,Midwest,,,,,115,18,1
C-9744420,Taro Pharmaceuticals U.S.A. Pet and Animal Emerging Clinic,NE,West,,,,,102,21,1
C-8350481,DSHealthcare,MA,South,German Shepherd,Persian,Angelfish,Parrotlet,65,21,1
C-0677076,CVS Pharmacy Pet and Animal Emerging Clinic,NJ,Northeast,Bulldog,,,,110,16,1
C-5657240,Pfizer Laboratories Div Pfizer Pet and Animal Emerging Clinic,NJ,Northeast,Beagle,Sphynx,,,147,13,1
C-8471630,The Procter & Gamble Manufacturing Pet and Animal Emerging Clinic,MI,Northeast,Bulldog,,,,95,25,1
C-2171304,NCS HealthCare of KY Inc dba Vangard Pet and Animal Emerging Clinic,VA,West,Boxer,,,,130,14,1
C-7680367,Access Business Group Pet and Animal Emerging Clinic,ID,West,,,,,40,22,1
C-8185040,L Perrigo Pet and Animal Emerging Clinic,DC,Northeast,,,,,71,22,1
C-7173048,Empack,CO,West,,Siamese,,,108,22,1
C-4460888,Pharmacia and Upjohn Pet and Animal Emerging Clinic,MD,Northeast,German Shepherd,,Goldfish,Finch,131,15,1
C-3982906,WOCKHARDT Pet and Animal Emerging Clinic,VA,West,,American Shorthair,Betta Fish,African Gray Parrot,121,12,1
C-6796356,Solco healthcare U.S. Pet and Animal Emerging Clinic,NY,Northeast,,,,,155,20,1
C-2227409,Delon Laboratories (1990) Pet and Animal Emerging Clinic,MS,West,Golden Retriever,Siamese,,,115,9,1
C-9268257,Amerisource Pet and Animal Emerging Clinic,CT,Northeast,,,,,99,20,1
C-9629736,U.S. Pet and Animal Emerging Clinic,PA,West,German Shepherd,,,,147,22,1
C-5601285,SJ Creations Pet and Animal Emerging Clinic,NJ,Northeast,,Scottish Fold,Goldfish,Lovebird,102,15,1
C-4023413,Fresenius Kabi USA Pet and Animal Emerging Clinic,IN,West,,,,,139,16,1
C-7363300,Allergy Laboratories Pet and Animal Emerging Clinic,CA,West,Golden Retriever,,,,166,25,0
C-5814177,Mechanical Servants Pet and Animal Emerging Clinic,DC,Northeast,,,,,146,10,1
C-7186775,Kmart Pet and Animal Emerging Clinic,DC,Northeast,,,Goldfish,African Gray Parrot,145,14,1
C-7355717,American Health Pet and Animal Emerging Clinic,FL,South,Beagle,,,,161,17,1
C-4668812,Physicians Total Care Pet and Animal Emerging Clinic,TN,South,Boxer,,,,84,15,1
C-1375667,Whisk Products Pet and Animal Emerging Clinic,OK,Midwest,,,,,136,24,1
C-0190273,Alaven Pharmaceutical Pet and Animal Emerging Clinic,FL,South,Bulldog,Scottish Fold,,,130,19,1
C-3829341,Walgreens,CA,West,,,,,109,28,0
C-7183156,Conopco Inc. d/b/a Pet and Animal Emerging Clinic,OR,South,Golden Retriever,Sphynx,,,93,24,1
C-3213706,Physicians Total Care Pet and Animal Emerging Clinic,OR,South,Bulldog,,Angelfish,Dove,82,24,1
C-6914919,McKesson Packaging Serivces a business unit of McKesson Pet and Animal Emerging Clinic,TX,South,Golden Retriever,American Bobtail,,,124,31,0
C-8336775,RITE AID Pet and Animal Emerging Clinic,NY,Northeast,Bulldog,Persian,,,100,22,1
C-5438026,SHISEIDO AMERICA Pet and Animal Emerging Clinic,WV,South,,,,,148,22,1
C-5714113,Agbanga Karite LLC / EveryDay Shea / Alaffia Sustainable Skin Pet and Animal Emerging Clinic,IA,West,Boxer,,,,152,14,1
C-4093014,Greenstone Pet and Animal Emerging Clinic,VA,West,German Shepherd,Maine Coone,,,164,15,1
C-4801579,Energique Pet and Animal Emerging Clinic,TX,South,Yorkshire Terrier,,,,69,12,1
C-6388141,Meditrend Inc. DBA Progena Professional Pet and Animal Emerging Clinic,TX,South,Bulldog,,,,78,23,1
C-0272807,St Marys Medical Park Pet and Animal Emerging Clinic,CA,West,,,,,113,16,1
C-2860760,Physicians Total Care Pet and Animal Emerging Clinic,OH,Northeast,Beagle,,,,155,24,1
C-7129435,LG Household and Healthcare Pet and Animal Emerging Clinic,FL,South,,Maine Coone,,,91,21,1
C-0360448,REMEDYREPACK Pet and Animal Emerging Clinic,IN,West,Golden Retriever,,Guppy,Dove,100,20,1
C-3337444,Barr Laboratories Pet and Animal Emerging Clinic,IL,West,Golden Retriever,,,,98,23,1
C-4225828,Nelco Laboratories Pet and Animal Emerging Clinic,RI,Northeast,,,,,100,26,0
C-5741001,AvKARE Pet and Animal Emerging Clinic,KS,South,Labrador Retriever,Scottish Fold,Goldfish,Finch,176,13,1
C-6575705,Vivier Pharma Pet and Animal Emerging Clinic,AK,#N/A,German Shepherd,,,,106,22,1
C-6026626,Mycone Dental Supply Co. Inc DBA Keystone Industries and Deepak Products Pet and Animal Emerging Clinic,FL,South,German Shepherd,American Bobtail,,,145,19,1
C-4936699,Alvogen Pet and Animal Emerging Clinic,OK,Midwest,,Scottish Fold,,,97,29,1
C-6864956,Ningbo Meiduo General Products Co. Pet and Animal Emerging Clinic,FL,South,,,,,90,19,1
C-4080038,Lake Erie Medical DBA Quality Care Products Pet and Animal Emerging Clinic,AZ,West,German Shepherd,,,,159,20,1
C-6902175,SESVALIA USA Pet and Animal Emerging Clinic,AZ,West,,,,,133,21,1
C-0303641,REMEDYREPACK Pet and Animal Emerging Clinic,CA,West,Yorkshire Terrier,Persian,,,111,18,1
C-7094024,Jubilant HollisterStier Pet and Animal Emerging Clinic,NC,West,,,,,144,20,1
C-9070137,Laboratoires Clarins Pet and Animal Emerging Clinic,NV,Northeast,German Shepherd,,Cory Catfish,Finch,183,28,0
C-8822018,MAKEUP ART Pet and Animal Emerging Clinic,CA,West,Labrador Retriever,American Bobtail,,,100,21,1
C-5030646,Physicians Total Care Pet and Animal Emerging Clinic,NY,Northeast,Boxer,,,,149,16,1
C-0905807,West-ward Pharmaceutical Pet and Animal Emerging Clinic,GA,South,,,,,138,31,0
C-2118723,Markwins Beauty Products Pet and Animal Emerging Clinic,WI,South,,Scottish Fold,,,88,24,1
C-5117804,NASH-FINCH Pet and Animal Emerging Clinic,IL,West,,,,,73,27,1
C-0007799,Procter & Gamble Manufacturing Pet and Animal Emerging Clinic,PA,West,,,,,145,17,1
C-7032303,Cephalon Pet and Animal Emerging Clinic,DC,Northeast,German Shepherd,,,,153,25,0
C-4646107,STAT Rx USA Pet and Animal Emerging Clinic,NY,Northeast,,,,,146,22,1
C-0009958,Colgate Oral Pharmaceuticals Pet and Animal Emerging Clinic,OK,Midwest,,,,,147,17,1
C-2961266,B. Braun Medical Pet and Animal Emerging Clinic,FL,South,,,,,161,24,1
C-5284095,Sandoz Pet and Animal Emerging Clinic,AZ,West,Bulldog,Maine Coone,Angelfish,Parrotlet,240,19,1
C-4266841,REMEDYREPACK Pet and Animal Emerging Clinic,CA,West,,,,,144,25,0
C-4563046,AAA Pharmaceutical Pet and Animal Emerging Clinic,IL,West,Yorkshire Terrier,,,,120,17,1
C-3060634,Cargo Cosmetics Pet and Animal Emerging Clinic,CA,West,Yorkshire Terrier,American Shorthair,Goldfish,Finch,87,17,1
C-1765085,Sandoz Pet and Animal Emerging Clinic,FL,South,,Maine Coone,,,110,20,1
C-8640799,Bliss World Pet and Animal Emerging Clinic,OH,Northeast,Bulldog,,,,93,15,1
C-8522107,Apotex Pet and Animal Emerging Clinic,VA,West,Beagle,,,,133,25,0
C-0258802,Amneal Pharmaceuticals of New York Pet and Animal Emerging Clinic,IN,West,,,,,140,22,1
C-1184498,Reckitt Benckiser Pet and Animal Emerging Clinic,WV,South,,,,,98,21,1
C-5679975,Kareway Product Pet and Animal Emerging Clinic,WI,South,,,,,121,17,1
C-7407663,Mylan Pharmaceuticals Pet and Animal Emerging Clinic,TX,South,,,,,61,27,1
C-3261951,ALK-Abello Pet and Animal Emerging Clinic,CA,West,,,,,50,20,1
C-6963787,U.S. Pet and Animal Emerging Clinic,CA,West,Boxer,Scottish Fold,,,150,19,1
C-2207742,Natural Health Pet and Animal Emerging Clinic,MA,South,Labrador Retriever,,,,127,27,0
C-5248067,Physicians Total Care Pet and Animal Emerging Clinic,TX,South,Beagle,,,,78,31,1
C-4274952,Physicians Total Care Pet and Animal Emerging Clinic,MN,South,Golden Retriever,American Shorthair,,,152,20,1
C-2706989,Washington Homeopathic Pet and Animal Emerging Clinic,OH,Northeast,,,,,115,15,1
C-8890710,Novartis Consumer Health Pet and Animal Emerging Clinic,TX,South,Bulldog,,,,164,19,1
C-1180448,HOMEOLAB USA Pet and Animal Emerging Clinic,IA,West,Labrador Retriever,Scottish Fold,,,103,25,0
C-2606141,Genzyme Pet and Animal Emerging Clinic,OR,South,,,,,94,20,1
C-8021177,Western Family Foods Pet and Animal Emerging Clinic,MN,South,German Shepherd,,,,95,26,1
C-9661319,Procter & Gamble Manufacturing Pet and Animal Emerging Clinic,DC,Northeast,,,,,128,16,1
C-1932107,Dolgencorp Pet and Animal Emerging Clinic,LA,South,,,,,140,10,1
C-2858310,REMEDYREPACK Pet and Animal Emerging Clinic,CA,West,,,,,125,19,1
C-4761042,Heckman Healthcare Service & Supplies Pet and Animal Emerging Clinic,CA,West,German Shepherd,American Bobtail,,,119,22,1
C-9528941,Cobalt Laboratories Pet and Animal Emerging Clinic,NC,West,,,,,132,19,1
C-1220473,Coastal Welding Supply Pet and Animal Emerging Clinic,NV,Northeast,,American Bobtail,,,129,24,1
C-8273749,Valu Merchandisers Pet and Animal Emerging Clinic,OK,Midwest,Beagle,,,,129,17,1
C-1300637,Airgas-West Pet and Animal Emerging Clinic,CO,West,Labrador Retriever,,,,97,32,1
C-5476343,Dolgencorp Pet and Animal Emerging Clinic,VA,West,Labrador Retriever,Sphynx,Betta Fish,Dove,194,29,0
C-0237977,CVS Pharmacy Pet and Animal Emerging Clinic,MD,Northeast,Yorkshire Terrier,,,,222,26,0
C-2927333,Cardinal Pet and Animal Emerging Clinic,CA,West,,,,,116,14,1
C-4161281,PD-Rx Pharmaceuticals Pet and Animal Emerging Clinic,TX,South,,,Betta Fish,Lovebird,125,23,1
C-5970748,Prime Enterprises Pet and Animal Emerging Clinic,CO,West,Yorkshire Terrier,Scottish Fold,,,84,26,1
C-7650240,Boca Pharmacal Pet and Animal Emerging Clinic,TX,South,Bulldog,,,,64,17,1
C-1484172,Topco Associates Pet and Animal Emerging Clinic,NM,Northeast,German Shepherd,,,,117,25,0
C-6941229,Walgreens,IA,West,,,,,63,22,1
C-7258806,Mylan Institutional Pet and Animal Emerging Clinic,CA,West,,,,,112,15,1
C-6692908,Pharmacia and Upjohn Pet and Animal Emerging Clinic,OK,Midwest,Labrador Retriever,,Angelfish,Dove,137,23,1
C-9744420,Taro Pharmaceuticals U.S.A. Pet and Animal Emerging Clinic,NE,West,German Shepherd,,,,110,25,0
C-8350481,DSHealthcare,MA,South,,,,,137,21,1
C-0677076,CVS Pharmacy Pet and Animal Emerging Clinic,NJ,Northeast,Labrador Retriever,,,,95,28,1
C-5657240,Pfizer Laboratories Div Pfizer Pet and Animal Emerging Clinic,NJ,Northeast,Golden Retriever,,,,115,30,0
C-8471630,The Procter & Gamble Manufacturing Pet and Animal Emerging Clinic,MI,Northeast,German Shepherd,,,,30,12,1
C-2171304,NCS HealthCare of KY Inc dba Vangard Pet and Animal Emerging Clinic,VA,West,,,,,117,17,1
C-7680367,Access Business Group Pet and Animal Emerging Clinic,ID,West,Boxer,,,,147,23,1
C-8185040,L Perrigo Pet and Animal Emerging Clinic,DC,Northeast,,,,,85,18,1
C-7173048,Empack,CO,West,,Maine Coone,,,127,22,1
C-4460888,Pharmacia and Upjohn Pet and Animal Emerging Clinic,MD,Northeast,,Persian,,,98,17,1
C-3982906,WOCKHARDT Pet and Animal Emerging Clinic,VA,West,Beagle,American Shorthair,,,74,15,1
C-6796356,Solco healthcare U.S. Pet and Animal Emerging Clinic,NY,Northeast,,,,,138,17,1
C-2227409,Delon Laboratories (1990) Pet and Animal Emerging Clinic,MS,West,Yorkshire Terrier,,,,146,24,1
C-9268257,Amerisource Pet and Animal Emerging Clinic,CT,Northeast,,,,,120,23,1
C-9629736,U.S. Pet and Animal Emerging Clinic,PA,West,Labrador Retriever,,,,115,32,0
C-5601285,SJ Creations Pet and Animal Emerging Clinic,NJ,Northeast,Bulldog,Maine Coone,,,169,20,1
C-4023413,Fresenius Kabi USA Pet and Animal Emerging Clinic,IN,West,German Shepherd,,,,95,18,1
C-7363300,Allergy Laboratories Pet and Animal Emerging Clinic,CA,West,,,,,105,27,0
C-5814177,Mechanical Servants Pet and Animal Emerging Clinic,DC,Northeast,,,,,108,15,1
C-7186775,Kmart Pet and Animal Emerging Clinic,DC,Northeast,Bulldog,,,,206,18,1
C-7355717,American Health Pet and Animal Emerging Clinic,FL,South,,,,,160,27,0
C-4668812,Physicians Total Care Pet and Animal Emerging Clinic,TN,South,Boxer,,Angelfish,African Gray Parrot,85,12,1
C-1375667,Whisk Products Pet and Animal Emerging Clinic,OK,Midwest,,Sphynx,,,109,18,1
C-0190273,Alaven Pharmaceutical Pet and Animal Emerging Clinic,FL,South,Boxer,,,,124,12,1
C-3829341,Walgreens,CA,West,,,,,105,20,1
C-7183156,Conopco Inc. d/b/a Pet and Animal Emerging Clinic,OR,South,,,,,105,18,1
C-3213706,Physicians Total Care Pet and Animal Emerging Clinic,OR,South,Beagle,,,,132,16,1
C-6914919,McKesson Packaging Serivces a business unit of McKesson Pet and Animal Emerging Clinic,TX,South,,Scottish Fold,,,130,23,1
C-8336775,RITE AID Pet and Animal Emerging Clinic,NY,Northeast,,,,,180,15,1
C-5438026,SHISEIDO AMERICA Pet and Animal Emerging Clinic,WV,South,,Scottish Fold,,,179,26,0
C-5714113,Agbanga Karite LLC / EveryDay Shea / Alaffia Sustainable Skin Pet and Animal Emerging Clinic,IA,West,German Shepherd,,,,115,19,1
C-4093014,Greenstone Pet and Animal Emerging Clinic,VA,West,,American Shorthair,,,93,18,1
C-4801579,Energique Pet and Animal Emerging Clinic,TX,South,Beagle,American Bobtail,,,131,9,1
C-6388141,Meditrend Inc. DBA Progena Professional Pet and Animal Emerging Clinic,TX,South,Golden Retriever,,,,135,23,1
C-0272807,St Marys Medical Park Pet and Animal Emerging Clinic,CA,West,,,,,113,18,1
C-2860760,Physicians Total Care Pet and Animal Emerging Clinic,OH,Northeast,,,,,118,19,1
C-7129435,LG Household and Healthcare Pet and Animal Emerging Clinic,FL,South,Beagle,,,,143,18,1
C-0360448,REMEDYREPACK Pet and Animal Emerging Clinic,IN,West,,,,,82,31,1
C-3337444,Barr Laboratories Pet and Animal Emerging Clinic,IL,West,,Siamese,,,176,17,1
C-4225828,Nelco Laboratories Pet and Animal Emerging Clinic,RI,Northeast,,,,,130,29,0
C-5741001,AvKARE Pet and Animal Emerging Clinic,KS,South,Boxer,,,,88,13,1
C-6575705,Vivier Pharma Pet and Animal Emerging Clinic,AK,#N/A,Labrador Retriever,Maine Coone,,,176,23,1
C-6026626,Mycone Dental Supply Co. Inc DBA Keystone Industries and Deepak Products Pet and Animal Emerging Clinic,FL,South,Bulldog,,,,162,13,1
C-4936699,Alvogen Pet and Animal Emerging Clinic,OK,Midwest,Bulldog,,,,101,23,1
C-6864956,Ningbo Meiduo General Products Co. Pet and Animal Emerging Clinic,FL,South,Labrador Retriever,Persian,,,154,26,0
C-4080038,Lake Erie Medical DBA Quality Care Products Pet and Animal Emerging Clinic,AZ,West,Bulldog,Sphynx,,,38,6,1
C-6902175,SESVALIA USA Pet and Animal Emerging Clinic,AZ,West,,,,,151,17,1
C-0303641,REMEDYREPACK Pet and Animal Emerging Clinic,CA,West,Labrador Retriever,Maine Coone,,,138,21,1
C-7094024,Jubilant HollisterStier Pet and Animal Emerging Clinic,NC,West,Labrador Retriever,,,,131,27,0
C-9070137,Laboratoires Clarins Pet and Animal Emerging Clinic,NV,Northeast,Labrador Retriever,,,,84,28,1
C-8822018,MAKEUP ART Pet and Animal Emerging Clinic,CA,West,Golden Retriever,Maine Coone,,,131,20,1
C-5030646,Physicians Total Care Pet and Animal Emerging Clinic,NY,Northeast,Bulldog,,,,87,32,1
C-0905807,West-ward Pharmaceutical Pet and Animal Emerging Clinic,GA,South,,Sphynx,,,104,7,1
C-2118723,Markwins Beauty Products Pet and Animal Emerging Clinic,WI,South,German Shepherd,,,,130,18,1
C-5117804,NASH-FINCH Pet and Animal Emerging Clinic,IL,West,Golden Retriever,,,,151,19,1
C-0007799,Procter & Gamble Manufacturing Pet and Animal Emerging Clinic,PA,West,German Shepherd,,,,145,24,1
C-7032303,Cephalon Pet and Animal Emerging Clinic,DC,Northeast,,,,,144,20,1
