clinic_id,clinic_name,state,region,dog_breed,cat_breed,fish_breed,bird_breed,treatment_cost,wait_time,recommended
C-3337444,Barr Laboratories Pet and Animal Emerging Clinic,IL,West,Golden Retriever,,,,98,23,1
C-4225828,Nelco Laboratories Pet and Animal Emerging Clinic,RI,Northeast,Golden Retriever,Maine Coone,,,62,25,1
C-5741001,AvKARE Pet and Animal Emerging Clinic,KS,South,,,Betta Fish,Lovebird,179,26,0
C-6575705,Vivier Pharma Pet and Animal Emerging Clinic,AK,#N/A,Bulldog,Sphynx,,,59,14,1
C-6026626,Mycone Dental Supply Co. Inc DBA Keystone Industries and Deepak Products Pet and Animal Emerging Clinic,FL,South,,,Cory Catfish,Finch,157,10,1
C-4936699,Alvogen Pet and Animal Emerging Clinic,OK,Midwest,Yorkshire Terrier,,,,151,20,1
C-6864956,Ningbo Meiduo General Products Co. Pet and Animal Emerging Clinic,FL,South,German Shepherd,,,,98,24,1
C-4080038,Lake Erie Medical DBA Quality Care Products Pet and Animal Emerging Clinic,AZ,West,,,,,85,22,1
C-6902175,SESVALIA USA Pet and Animal Emerging Clinic,AZ,West,,,,,178,24,1
C-0303641,REMEDYREPACK Pet and Animal Emerging Clinic,CA,West,Boxer,,Betta Fish,Dove,114,23,1
C-7094024,Jubilant HollisterStier Pet and Animal Emerging Clinic,NC,West,,,,,90,29,1
C-9070137,Laboratoires Clarins Pet and Animal Emerging Clinic,NV,Northeast,,,,,103,23,1
C-8822018,MAKEUP ART Pet and Animal Emerging Clinic,CA,West,,Siamese,Goldfish,Dove,139,17,1
C-5030646,Physicians Total Care Pet and Animal Emerging Clinic,NY,Northeast,,Siamese,,,144,16,1
C-0905807,West-ward Pharmaceutical Pet and Animal Emerging Clinic,GA,South,,Maine Coone,,,118,14,1
C-2118723,Markwins Beauty Products Pet and Animal Emerging Clinic,WI,South,,,,,90,17,1
C-5117804,NASH-FINCH Pet and Animal Emerging Clinic,IL,West,Yorkshire Terrier,,,,98,15,1
C-0007799,Procter & Gamble Manufacturing Pet and Animal Emerging Clinic,PA,West,Boxer,,,,108,8,1
C-7032303,Cephalon Pet and Animal Emerging Clinic,DC,Northeast,,,,,116,18,1
C-4646107,STAT Rx USA Pet and Animal Emerging Clinic,NY,Northeast,Labrador Retriever,Maine Coone,,,122,27,0
C-0009958,Colgate Oral Pharmaceuticals Pet and Animal Emerging Clinic,OK,Midwest,Labrador Retriever,,,,180,18,1
C-2961266,B. Braun Medical Pet and Animal Emerging Clinic,FL,South,Bulldog,,,,61,19,1
C-5284095,Sandoz Pet and Animal Emerging Clinic,AZ,West,Beagle,American Shorthair,,,91,25,1
C-4266841,REMEDYREPACK Pet and Animal Emerging Clinic,CA,West,,,,,112,19,1
C-4563046,AAA Pharmaceutical Pet and Animal Emerging Clinic,IL,West,Labrador Retriever,American Shorthair,Cory Catfish,African Gray Parrot,117,19,1
C-3060634,Cargo Cosmetics Pet and Animal Emerging Clinic,CA,West,Boxer,American Shorthair,,,152,9,1
C-1765085,Sandoz Pet and Animal Emerging Clinic,FL,South,,American Shorthair,,,145,31,0
C-8640799,Bliss World Pet and Animal Emerging Clinic,OH,Northeast,,,,,106,19,1
C-8522107,Apotex Pet and Animal Emerging Clinic,VA,West,,,Cory Catfish,Finch,157,10,1
C-0258802,Amneal Pharmaceuticals of New York Pet and Animal Emerging Clinic,IN,West,Yorkshire Terrier,,Guppy,Dove,55,18,1
C-1184498,Reckitt Benckiser Pet and Animal Emerging Clinic,WV,South,Beagle,Scottish Fold,,,119,21,1
C-5679975,Kareway Product Pet and Animal Emerging Clinic,WI,South,Beagle,Persian,,,103,24,1
C-7407663,Mylan Pharmaceuticals Pet and Animal Emerging Clinic,TX,South,,,,,130,14,1
C-3261951,ALK-Abello Pet and Animal Emerging Clinic,CA,West,,,,,137,13,1
C-6963787,U.S. Pet and Animal Emerging Clinic,CA,West,Beagle,,,,110,18,1
C-2207742,Natural Health Pet and Animal Emerging Clinic,MA,South,Golden Retriever,,,,93,16,1
C-5248067,Physicians Total Care Pet and Animal Emerging Clinic,TX,South,German Shepherd,Scottish Fold,Betta Fish,Finch,176,21,1
C-4274952,Physicians Total Care Pet and Animal Emerging Clinic,MN,South,German Shepherd,,,,90,26,1
C-2706989,Washington Homeopathic Pet and Animal Emerging Clinic,OH,Northeast,,,,,82,14,1
C-8890710,Novartis Consumer Health Pet and Animal Emerging Clinic,TX,South,Labrador Retriever,Siamese,,,77,24,1
C-1180448,HOMEOLAB USA Pet and Animal Emerging Clinic,IA,West,,American Shorthair,,,74,14,1
C-2606141,Genzyme Pet and Animal Emerging Clinic,OR,South,German Shepherd,,,,143,25,0
C-8021177,Western Family Foods Pet and Animal Emerging Clinic,MN,South,Beagle,,,,117,22,1
C-9661319,Procter & Gamble Manufacturing Pet and Animal Emerging Clinic,DC,Northeast,,,,,116,14,1
C-1932107,Dolgencorp Pet and Animal Emerging Clinic,LA,South,Yorkshire Terrier,,,,117,29,0
C-2858310,REMEDYREPACK Pet and Animal Emerging Clinic,CA,West,Boxer,Sphynx,,,117,17,1
C-4761042,Heckman Healthcare Service & Supplies Pet and Animal Emerging Clinic,CA,West,Labrador Retriever,,,,139,26,0
C-9528941,Cobalt Laboratories Pet and Animal Emerging Clinic,NC,West,Labrador Retriever,,,,57,22,1
C-1220473,Coastal Welding Supply Pet and Animal Emerging Clinic,NV,Northeast,German Shepherd,Scottish Fold,,,129,14,1
C-8273749,Valu Merchandisers Pet and Animal Emerging Clinic,OK,Midwest,Bulldog,,,,153,16,1
C-1300637,Airgas-West Pet and Animal Emerging Clinic,CO,West,Yorkshire Terrier,,,,110,22,1
C-5476343,Dolgencorp Pet and Animal Emerging Clinic,VA,West,,American Shorthair,,,118,26,0
C-0237977,CVS Pharmacy Pet and Animal Emerging Clinic,MD,Northeast,,,Guppy,Finch,131,11,1
C-2927333,Cardinal Pet and Animal Emerging Clinic,CA,West,Beagle,,,,116,18,1
C-4161281,PD-Rx Pharmaceuticals Pet and Animal Emerging Clinic,TX,South,Boxer,,,,146,26,0
C-5970748,Prime Enterprises Pet and Animal Emerging Clinic,CO,West,German Shepherd,,Betta Fish,Lovebird,110,22,1
C-7650240,Boca Pharmacal Pet and Animal Emerging Clinic,TX,South,,,,,119,14,1
C-1484172,Topco Associates Pet and Animal Emerging Clinic,NM,Northeast,,,,,55,18,1
C-6941229,Walgreens,IA,West,Bulldog,,,,152,10,1
C-7258806,Mylan Institutional Pet and Animal Emerging Clinic,CA,West,Bulldog,,,,136,15,1
C-6692908,Pharmacia and Upjohn Pet and Animal Emerging Clinic,OK,Midwest,Golden Retriever,,,,114,26,0
C-9744420,Taro Pharmaceuticals U.S.A. Pet and Animal Emerging Clinic,NE,West,Labrador Retriever,,,,156,13,1
C-8350481,DSHealthcare,MA,South,,,,,130,25,0
C-0677076,CVS Pharmacy Pet and Animal Emerging Clinic,NJ,Northeast,Bulldog,American Shorthair,Goldfish,Lovebird,59,22,1
C-5657240,Pfizer Laboratories Div Pfizer Pet and Animal Emerging Clinic,NJ,Northeast,Bulldog,,,,141,21,1
C-8471630,The Procter & Gamble Manufacturing Pet and Animal Emerging Clinic,MI,Northeast,German Shepherd,,,,141,21,1
C-2171304,NCS HealthCare of KY Inc dba Vangard Pet and Animal Emerging Clinic,VA,West,Labrador Retriever,Maine Coone,,,143,24,1
C-7680367,Access Business Group Pet and Animal Emerging Clinic,ID,West,,,,,99,21,1
C-8185040,L Perrigo Pet and Animal Emerging Clinic,DC,Northeast,Boxer,,,,94,29,1
C-7173048,Empack,CO,West,Yorkshire Terrier,Maine Coone,,,135,20,1
C-4460888,Pharmacia and Upjohn Pet and Animal Emerging Clinic,MD,Northeast,German Shepherd,,,,129,18,1
C-3982906,WOCKHARDT Pet and Animal Emerging Clinic,VA,West,German Shepherd,Sphynx,Angelfish,African Gray Parrot,112,18,1
C-6796356,Solco healthcare U.S. Pet and Animal Emerging Clinic,NY,Northeast,German Shepherd,American Shorthair,,,110,31,0
C-2227409,Delon Laboratories (1990) Pet and Animal Emerging Clinic,MS,West,,American Shorthair,,,106,16,1
C-9268257,Amerisource Pet and Animal Emerging Clinic,CT,Northeast,Golden Retriever,,,,142,21,1
C-9629736,U.S. Pet and Animal Emerging Clinic,PA,West,,Sphynx,,,79,19,1
C-5601285,SJ Creations Pet and Animal Emerging Clinic,NJ,Northeast,,,,,155,27,0
C-4023413,Fresenius Kabi USA Pet and Animal Emerging Clinic,IN,West,German Shepherd,American Shorthair,,,146,19,1
C-7363300,Allergy Laboratories Pet and Animal Emerging Clinic,CA,West,Boxer,,,,91,10,1
C-5814177,Mechanical Servants Pet and Animal Emerging Clinic,DC,Northeast,Golden Retriever,,Angelfish,Dove,119,12,1
C-7186775,Kmart Pet and Animal Emerging Clinic,DC,Northeast,German Shepherd,,,,93,19,1
C-7355717,American Health Pet and Animal Emerging Clinic,FL,South,,,Goldfish,African Gray Parrot,129,20,1
C-4668812,Physicians Total Care Pet and Animal Emerging Clinic,TN,South,Yorkshire Terrier,,,,120,21,1
C-1375667,Whisk Products Pet and Animal Emerging Clinic,OK,Midwest,Labrador Retriever,Scottish Fold,,,76,15,1
C-0190273,Alaven Pharmaceutical Pet and Animal Emerging Clinic,FL,South,German Shepherd,Sphynx,,,62,11,1
C-3829341,Walgreens,CA,West,,American Bobtail,,,90,20,1
C-7183156,Conopco Inc. d/b/a Pet and Animal Emerging Clinic,OR,South,,Persian,,,107,15,1
C-3213706,Physicians Total Care Pet and Animal Emerging Clinic,OR,South,Golden Retriever,,,,147,22,1
C-6914919,McKesson Packaging Serivces a business unit of McKesson Pet and Animal Emerging Clinic,TX,South,Yorkshire Terrier,,,,77,20,1
C-8336775,RITE AID Pet and Animal Emerging Clinic,NY,Northeast,,,,,146,22,1
C-5438026,SHISEIDO AMERICA Pet and Animal Emerging Clinic,WV,South,German Shepherd,,,,146,29,0
C-5714113,Agbanga Karite LLC / EveryDay Shea / Alaffia Sustainable Skin Pet and Animal Emerging Clinic,IA,West,,,,,171,13,1
C-4093014,Greenstone Pet and Animal Emerging Clinic,VA,West,Bulldog,Sphynx,,,125,24,1
C-4801579,Energique Pet and Animal Emerging Clinic,TX,South,,Sphynx,,,145,11,1
C-6388141,Meditrend Inc. DBA Progena Professional Pet and Animal Emerging Clinic,TX,South,,American Shorthair,Guppy,African Gray Parrot,82,24,1
C-0272807,St Marys Medical Park Pet and Animal Emerging Clinic,CA,West,Golden Retriever,Persian,,,141,21,1
C-2860760,Physicians Total Care Pet and Animal Emerging Clinic,OH,Northeast,Labrador Retriever,,,,111,19,1
C-7129435,LG Household and Healthcare Pet and Animal Emerging Clinic,FL,South,Beagle,Sphynx,,,83,20,1
C-0360448,REMEDYREPACK Pet and Animal Emerging Clinic,IN,West,,,,,104,25,0
C-3337444,Barr Laboratories Pet and Animal Emerging Clinic,IL,West,,,,,128,13,1
C-4225828,Nelco Laboratories Pet and Animal Emerging Clinic,RI,Northeast,,,,,155,30,0
C-5741001,AvKARE Pet and Animal Emerging Clinic,KS,South,Labrador Retriever,,,,139,23,1
C-6575705,Vivier Pharma Pet and Animal Emerging Clinic,AK,#N/A,,,,,70,14,1
C-6026626,Mycone Dental Supply Co. Inc DBA Keystone Industries and Deepak Products Pet and Animal Emerging Clinic,FL,South,Labrador Retriever,,,,133,18,1
C-4936699,Alvogen Pet and Animal Emerging Clinic,OK,Midwest,Yorkshire Terrier,,,,145,22,1
C-6864956,Ningbo Meiduo General Products Co. Pet and Animal Emerging Clinic,FL,South,Labrador Retriever,Sphynx,,,108,21,1
C-4080038,Lake Erie Medical DBA Quality Care Products Pet and Animal Emerging Clinic,AZ,West,,,,,184,18,1
C-6902175,SESVALIA USA Pet and Animal Emerging Clinic,AZ,West,,,,,130,21,1
C-0303641,REMEDYREPACK Pet and Animal Emerging Clinic,CA,West,,,,,113,26,0
C-7094024,Jubilant HollisterStier Pet and Animal Emerging Clinic,NC,West,Labrador Retriever,Persian,,,177,25,0
C-9070137,Laboratoires Clarins Pet and Animal Emerging Clinic,NV,Northeast,,,,,151,22,1
C-8822018,MAKEUP ART Pet and Animal Emerging Clinic,CA,West,,,,,127,12,1
C-5030646,Physicians Total Care Pet and Animal Emerging Clinic,NY,Northeast,,American Shorthair,,,134,19,1
C-0905807,West-ward Pharmaceutical Pet and Animal Emerging Clinic,GA,South,,,,,149,18,1
C-2118723,Markwins Beauty Products Pet and Animal Emerging Clinic,WI,South,German Shepherd,,,,100,14,1
C-5117804,NASH-FINCH Pet and Animal Emerging Clinic,IL,West,,American Bobtail,,,101,20,1
C-0007799,Procter & Gamble Manufacturing Pet and Animal Emerging Clinic,PA,West,German Shepherd,American Bobtail,,,113,15,1
C-7032303,Cephalon Pet and Animal Emerging Clinic,DC,Northeast,Beagle,Siamese,,,158,27,0
C-4646107,STAT Rx USA Pet and Animal Emerging Clinic,NY,Northeast,,,,,153,17,1
C-0009958,Colgate Oral Pharmaceuticals Pet and Animal Emerging Clinic,OK,Midwest,Boxer,,,,132,28,0
C-2961266,B. Braun Medical Pet and Animal Emerging Clinic,FL,South,Golden Retriever,,,,152,11,1
C-5284095,Sandoz Pet and Animal Emerging Clinic,AZ,West,Yorkshire Terrier,Siamese,,,158,19,1
C-4266841,REMEDYREPACK Pet and Animal Emerging Clinic,CA,West,German Shepherd,,Betta Fish,Dove,191,28,0
C-4563046,AAA Pharmaceutical Pet and Animal Emerging Clinic,IL,West,Labrador Retriever,American Bobtail,Angelfish,Lovebird,186,26,0
C-3060634,Cargo Cosmetics Pet and Animal Emerging Clinic,CA,West,,American Bobtail,,,127,18,1
C-1765085,Sandoz Pet and Animal Emerging Clinic,FL,South,,,,,115,14,1
C-8640799,Bliss World Pet and Animal Emerging Clinic,OH,Northeast,Bulldog,Persian,Betta Fish,Dove,146,25,0
C-8522107,Apotex Pet and Animal Emerging Clinic,VA,West,,Persian,,,132,27,0
C-0258802,Amneal Pharmaceuticals of New York Pet and Animal Emerging Clinic,IN,West,Yorkshire Terrier,,,,72,20,1
C-1184498,Reckitt Benckiser Pet and Animal Emerging Clinic,WV,South,,,,,128,9,1
C-5679975,Kareway Product Pet and Animal Emerging Clinic,WI,South,Golden Retriever,,,,80,25,1
C-7407663,Mylan Pharmaceuticals Pet and Animal Emerging Clinic,TX,South,,Siamese,,,60,24,1
C-3261951,ALK-Abello Pet and Animal Emerging Clinic,CA,West,,,,,166,22,1
C-6963787,U.S. Pet and Animal Emerging Clinic,CA,West,Bulldog,,,,122,28,0
C-2207742,Natural Health Pet and Animal Emerging Clinic,MA,South,Beagle,,,,151,28,0
C-5248067,Physicians Total Care Pet and Animal Emerging Clinic,TX,South,,,,,148,12,1
C-4274952,Physicians Total Care Pet and Animal Emerging Clinic,MN,South,German Shepherd,American Shorthair,,,95,22,1
C-2706989,Washington Homeopathic Pet and Animal Emerging Clinic,OH,Northeast,Labrador Retriever,American Shorthair,,,46,14,1
C-8890710,Novartis Consumer Health Pet and Animal Emerging Clinic,TX,South,German Shepherd,American Shorthair,,,110,16,1
C-1180448,HOMEOLAB USA Pet and Animal Emerging Clinic,IA,West,Golden Retriever,,,,111,15,1
C-2606141,Genzyme Pet and Animal Emerging Clinic,OR,South,Bulldog,,,,122,18,1
C-8021177,Western Family Foods Pet and Animal Emerging Clinic,MN,South,,American Bobtail,Cory Catfish,Lovebird,141,24,1
C-9661319,Procter & Gamble Manufacturing Pet and Animal Emerging Clinic,DC,Northeast,Golden Retriever,,,,128,22,1
C-1932107,Dolgencorp Pet and Animal Emerging Clinic,LA,South,,,,,95,23,1
C-2858310,REMEDYREPACK Pet and Animal Emerging Clinic,CA,West,Yorkshire Terrier,,,,101,18,1
C-4761042,Heckman Healthcare Service & Supplies Pet and Animal Emerging Clinic,CA,West,Labrador Retriever,Maine Coone,,,180,28,0
C-9528941,Cobalt Laboratories Pet and Animal Emerging Clinic,NC,West,Golden Retriever,,,,154,19,1
C-1220473,Coastal Welding Supply Pet and Animal Emerging Clinic,NV,Northeast,Yorkshire Terrier,,,,130,17,1
C-8273749,Valu Merchandisers Pet and Animal Emerging Clinic,OK,Midwest,,,,,104,26,0
C-1300637,Airgas-West Pet and Animal Emerging Clinic,CO,West,Golden Retriever,,,,155,16,1
C-5476343,Dolgencorp Pet and Animal Emerging Clinic,VA,West,Labrador Retriever,,,,154,13,1
C-0237977,CVS Pharmacy Pet and Animal Emerging Clinic,MD,Northeast,Yorkshire Terrier,Persian,,,114,15,1
C-2927333,Cardinal Pet and Animal Emerging Clinic,CA,West,Boxer,Persian,,,164,18,1
C-4161281,PD-Rx Pharmaceuticals Pet and Animal Emerging Clinic,TX,South,German Shepherd,Maine Coone,,,133,32,0
C-5970748,Prime Enterprises Pet and Animal Emerging Clinic,CO,West,Beagle,Persian,,,114,25,0
C-7650240,Boca Pharmacal Pet and Animal Emerging Clinic,TX,South,Yorkshire Terrier,American Shorthair,,,155,19,1
C-1484172,Topco Associates Pet and Animal Emerging Clinic,NM,Northeast,Bulldog,Sphynx,,,87,19,1
C-6941229,Walgreens,IA,West,Labrador Retriever,Persian,,,104,19,1
C-7258806,Mylan Institutional Pet and Animal Emerging Clinic,CA,West,,,,,175,16,1
C-6692908,Pharmacia and Upjohn Pet and Animal Emerging Clinic,OK,Midwest,,,,,134,19,1
C-9744420,Taro Pharmaceuticals U.S.A. Pet and Animal Emerging Clinic,NE,West,Golden Retriever,,,,91,24,1
C-8350481,DSHealthcare,MA,South,,Persian,,,127,22,1
C-0677076,CVS Pharmacy Pet and Animal Emerging Clinic,NJ,Northeast,,,,,118,21,1
C-5657240,Pfizer Laboratories Div Pfizer Pet and Animal Emerging Clinic,NJ,Northeast,Boxer,Persian,,,167,26,0
C-8471630,The Procter & Gamble Manufacturing Pet and Animal Emerging Clinic,MI,Northeast,German Shepherd,,,,177,22,1
C-2171304,NCS HealthCare of KY Inc dba Vangard Pet and Animal Emerging Clinic,VA,West,,American Shorthair,,,137,20,1
C-7680367,Access Business Group Pet and Animal Emerging Clinic,ID,West,Yorkshire Terrier,,,,38,13,1
C-8185040,L Perrigo Pet and Animal Emerging Clinic,DC,Northeast,,American Shorthair,,,89,19,1
C-7173048,Empack,CO,West,,Sphynx,,,135,13,1
C-4460888,Pharmacia and Upjohn Pet and Animal Emerging Clinic,MD,Northeast,Bulldog,,,,162,27,0
C-3982906,WOCKHARDT Pet and Animal Emerging Clinic,VA,West,,,,,109,19,1
C-6796356,Solco healthcare U.S. Pet and Animal Emerging Clinic,NY,Northeast,,,,,148,23,1
C-2227409,Delon Laboratories (1990) Pet and Animal Emerging Clinic,MS,West,German Shepherd,,,,73,15,1
C-9268257,Amerisource Pet and Animal Emerging Clinic,CT,Northeast,Golden Retriever,,,,142,17,1
C-9629736,U.S. Pet and Animal Emerging Clinic,PA,West,Labrador Retriever,,,,190,21,1
C-5601285,SJ Creations Pet and Animal Emerging Clinic,NJ,Northeast,,,,,108,29,0
C-4023413,Fresenius Kabi USA Pet and Animal Emerging Clinic,IN,West,,,,,101,22,1
C-7363300,Allergy Laboratories Pet and Animal Emerging Clinic,CA,West,Labrador Retriever,,,,106,14,1
C-5814177,Mechanical Servants Pet and Animal Emerging Clinic,DC,Northeast,,,,,159,22,1
C-7186775,Kmart Pet and Animal Emerging Clinic,DC,Northeast,Labrador Retriever,Sphynx,,,121,12,1
C-7355717,American Health Pet and Animal Emerging Clinic,FL,South,Labrador Retriever,Siamese,,,78,18,1
C-4668812,Physicians Total Care Pet and Animal Emerging Clinic,TN,South,Golden Retriever,,,,128,6,1
C-1375667,Whisk Products Pet and Animal Emerging Clinic,OK,Midwest,Golden Retriever,,,,61,31,1
C-0190273,Alaven Pharmaceutical Pet and Animal Emerging Clinic,FL,South,Yorkshire Terrier,,,,103,23,1
C-3829341,Walgreens,CA,West,,,,,133,26,0
C-7183156,Conopco Inc. d/b/a Pet and Animal Emerging Clinic,OR,South,,,Guppy,Finch,116,18,1
C-3213706,Physicians Total Care Pet and Animal Emerging Clinic,OR,South,German Shepherd,,,,86,13,1
C-6914919,McKesson Packaging Serivces a business unit of McKesson Pet and Animal Emerging Clinic,TX,South,Bulldog,,,,80,22,1
C-8336775,RITE AID Pet and Animal Emerging Clinic,NY,Northeast,,,,,89,18,1
C-5438026,SHISEIDO AMERICA Pet and Animal Emerging Clinic,WV,South,Bulldog,,,,102,17,1
C-5714113,Agbanga Karite LLC / EveryDay Shea / Alaffia Sustainable Skin Pet and Animal Emerging Clinic,IA,West,Labrador Retriever,,,,119,9,1
C-4093014,Greenstone Pet and Animal Emerging Clinic,VA,West,Golden Retriever,,,,125,18,1
C-4801579,Energique Pet and Animal Emerging Clinic,TX,South,Bulldog,American Bobtail,,,145,17,1
C-6388141,Meditrend Inc. DBA Progena Professional Pet and Animal Emerging Clinic,TX,South,Bulldog,,,,160,26,0
C-0272807,St Marys Medical Park Pet and Animal Emerging Clinic,CA,West,Yorkshire Terrier,,Goldfish,Parrotlet,117,23,1
C-2860760,Physicians Total Care Pet and Animal Emerging Clinic,OH,Northeast,,,,,152,13,1
C-7129435,LG Household and Healthcare Pet and Animal Emerging Clinic,FL,South,,,,,159,31,0
C-0360448,REMEDYREPACK Pet and Animal Emerging Clinic,IN,West,,,Goldfish,Finch,120,23,1
C-3337444,Barr Laboratories Pet and Animal Emerging Clinic,IL,West,Bulldog,Maine Coone,,,143,21,1
C-4225828,Nelco Laboratories Pet and Animal Emerging Clinic,RI,Northeast,Beagle,,,,167,24,1
C-5741001,AvKARE Pet and Animal Emerging Clinic,KS,South,Labrador Retriever,American Bobtail,,,130,29,0
C-6575705,Vivier Pharma Pet and Animal Emerging Clinic,AK,#N/A,Bulldog,,,,36,15,1
C-6026626,Mycone Dental Supply Co. Inc DBA Keystone Industries and Deepak Products Pet and Animal Emerging Clinic,FL,South,,,,,79,21,1
C-4936699,Alvogen Pet and Animal Emerging Clinic,OK,Midwest,Beagle,,,,132,27,0
C-6864956,Ningbo Meiduo General Products Co. Pet and Animal Emerging Clinic,FL,South,,,,,153,28,0
C-4080038,Lake Erie Medical DBA Quality Care Products Pet and Animal Emerging Clinic,AZ,West,,,,,186,25,0
C-6902175,SESVALIA USA Pet and Animal Emerging Clinic,AZ,West,,,,,90,20,1
C-0303641,REMEDYREPACK Pet and Animal Emerging Clinic,CA,West,,American Shorthair,,,99,22,1
C-7094024,Jubilant HollisterStier Pet and Animal Emerging Clinic,NC,West,Bulldog,,,,93,22,1
C-9070137,Laboratoires Clarins Pet and Animal Emerging Clinic,NV,Northeast,,American Bobtail,,,132,19,1
C-8822018,MAKEUP ART Pet and Animal Emerging Clinic,CA,West,Boxer,,,,111,25,0
C-5030646,Physicians Total Care Pet and Animal Emerging Clinic,NY,Northeast,Boxer,,,,138,26,0
C-0905807,West-ward Pharmaceutical Pet and Animal Emerging Clinic,GA,South,Yorkshire Terrier,,Goldfish,Parrotlet,172,22,1
C-2118723,Markwins Beauty Products Pet and Animal Emerging Clinic,WI,South,Golden Retriever,,,,106,26,0
C-5117804,NASH-FINCH Pet and Animal Emerging Clinic,IL,West,German Shepherd,Persian,Goldfish,Dove,140,19,1
C-0007799,Procter & Gamble Manufacturing Pet and Animal Emerging Clinic,PA,West,,,,,140,21,1
