clinic_id,clinic_name,state,region,dog_breed,cat_breed,fish_breed,bird_breed,treatment_cost,wait_time,recommended
C-5117804,NASH-FINCH Pet and Animal Emerging Clinic,IL,West,German Shepherd,Maine Coone,,,106,27,0
C-0007799,Procter & Gamble Manufacturing Pet and Animal Emerging Clinic,PA,West,Yorkshire Terrier,,,,148,14,1
C-7032303,Cephalon Pet and Animal Emerging Clinic,DC,Northeast,Golden Retriever,,,,113,15,1
C-4646107,STAT Rx USA Pet and Animal Emerging Clinic,NY,Northeast,Yorkshire Terrier,,Betta Fish,Finch,57,16,1
C-0009958,Colgate Oral Pharmaceuticals Pet and Animal Emerging Clinic,OK,Midwest,,,Cory Catfish,Dove,93,21,1
C-2961266,B. Braun Medical Pet and Animal Emerging Clinic,FL,South,Boxer,,,,173,21,1
C-5284095,Sandoz Pet and Animal Emerging Clinic,AZ,West,Beagle,,,,138,18,1
C-4266841,REMEDYREPACK Pet and Animal Emerging Clinic,CA,West,Beagle,,Goldfish,Finch,109,26,0
C-4563046,AAA Pharmaceutical Pet and Animal Emerging Clinic,IL,West,,,,,128,20,1
C-3060634,Cargo Cosmetics Pet and Animal Emerging Clinic,CA,West,,Persian,,,57,25,1
C-1765085,Sandoz Pet and Animal Emerging Clinic,FL,South,Golden Retriever,,,,156,34,0
C-8640799,Bliss World Pet and Animal Emerging Clinic,OH,Northeast,Golden Retriever,,,,76,25,1
C-8522107,Apotex Pet and Animal Emerging Clinic,VA,West,,,,,94,19,1
C-0258802,Amneal Pharmaceuticals of New York Pet and Animal Emerging Clinic,IN,West,,,,,78,21,1
C-1184498,Reckitt Benckiser Pet and Animal Emerging Clinic,WV,South,,,,,121,13,1
C-5679975,Kareway Product Pet and Animal Emerging Clinic,WI,South,Beagle,,,,143,22,1
C-7407663,Mylan Pharmaceuticals Pet and Animal Emerging Clinic,TX,South,,,Guppy,Parrotlet,132,23,1
C-3261951,ALK-Abello Pet and Animal Emerging Clinic,CA,West,Beagle,Scottish Fold,,,152,13,1
C-6963787,U.S. Pet and Animal Emerging Clinic,CA,West,German Shepherd,,,,150,19,1
C-2207742,Natural Health Pet and Animal Emerging Clinic,MA,South,Bulldog,,,,84,17,1
C-5248067,Physicians Total Care Pet and Animal Emerging Clinic,TX,South,,Scottish Fold,,,103,10,1
C-4274952,Physicians Total Care Pet and Animal Emerging Clinic,MN,South,,Siamese,,,125,20,1
C-2706989,Washington Homeopathic Pet and Animal Emerging Clinic,OH,Northeast,,,,,118,20,1
C-8890710,Novartis Consumer Health Pet and Animal Emerging Clinic,TX,South,German Shepherd,,Angelfish,Dove,133,12,1
C-1180448,HOMEOLAB USA Pet and Animal Emerging Clinic,IA,West,Bulldog,,,,147,16,1
C-2606141,Genzyme Pet and Animal Emerging Clinic,OR,South,Golden Retriever,,,,87,21,1
C-8021177,Western Family Foods Pet and Animal Emerging Clinic,MN,South,Yorkshire Terrier,,,,107,23,1
C-9661319,Procter & Gamble Manufacturing Pet and Animal Emerging Clinic,DC,Northeast,Bulldog,,,,94,30,1
C-1932107,Dolgencorp Pet and Animal Emerging Clinic,LA,South,,,,,85,17,1
C-2858310,REMEDYREPACK Pet and Animal Emerging Clinic,CA,West,Boxer,,,,121,24,1
C-4761042,Heckman Healthcare Service & Supplies Pet and Animal Emerging Clinic,CA,West,Yorkshire Terrier,Maine Coone,,,127,25,0
C-9528941,Cobalt Laboratories Pet and Animal Emerging Clinic,NC,West,Labrador Retriever,,,,76,22,1
C-1220473,Coastal Welding Supply Pet and Animal Emerging Clinic,NV,Northeast,Beagle,,,,144,22,1
C-8273749,Valu Merchandisers Pet and Animal Emerging Clinic,OK,Midwest,,,,,109,21,1
C-1300637,Airgas-West Pet and Animal Emerging Clinic,CO,West,,,,,138,11,1
C-5476343,Dolgencorp Pet and Animal Emerging Clinic,VA,West,German Shepherd,Persian,,,117,22,1
C-0237977,CVS Pharmacy Pet and Animal Emerging Clinic,MD,Northeast,Boxer,Sphynx,,,64,20,1
C-2927333,Cardinal Pet and Animal Emerging Clinic,CA,West,,,,,139,14,1
C-4161281,PD-Rx Pharmaceuticals Pet and Animal Emerging Clinic,TX,South,Yorkshire Terrier,Sphynx,,,170,16,1
C-5970748,Prime Enterprises Pet and Animal Emerging Clinic,CO,West,German Shepherd,,,,78,21,1
C-7650240,Boca Pharmacal Pet and Animal Emerging Clinic,TX,South,,Scottish Fold,,,126,17,1
C-1484172,Topco Associates Pet and Animal Emerging Clinic,NM,Northeast,Golden Retriever,,,,128,20,1
C-6941229,Walgreens,IA,West,Labrador Retriever,,Guppy,Dove,166,19,1
C-7258806,Mylan Institutional Pet and Animal Emerging Clinic,CA,West,German Shepherd,,,,99,31,1
C-6692908,Pharmacia and Upjohn Pet and Animal Emerging Clinic,OK,Midwest,,,,,174,17,1
C-9744420,Taro Pharmaceuticals U.S.A. Pet and Animal Emerging Clinic,NE,West,Bulldog,,,,116,26,0
C-8350481,DSHealthcare,MA,South,Bulldog,,,,93,18,1
C-0677076,CVS Pharmacy Pet and Animal Emerging Clinic,NJ,Northeast,Boxer,,,,173,6,1
C-5657240,Pfizer Laboratories Div Pfizer Pet and Animal Emerging Clinic,NJ,Northeast,Boxer,,,,153,23,1
C-8471630,The Procter & Gamble Manufacturing Pet and Animal Emerging Clinic,MI,Northeast,Yorkshire Terrier,,,,133,17,1
C-2171304,NCS HealthCare of KY Inc dba Vangard Pet and Animal Emerging Clinic,VA,West,Yorkshire Terrier,Persian,,,163,22,1
C-7680367,Access Business Group Pet and Animal Emerging Clinic,ID,West,Boxer,,,,48,15,1
C-8185040,L Perrigo Pet and Animal Emerging Clinic,DC,Northeast,Boxer,,,,89,24,1
C-7173048,Empack,CO,West,Labrador Retriever,,,,108,21,1
C-4460888,Pharmacia and Upjohn Pet and Animal Emerging Clinic,MD,Northeast,Golden Retriever,,,,118,16,1
C-3982906,WOCKHARDT Pet and Animal Emerging Clinic,VA,West,Yorkshire Terrier,,Betta Fish,Lovebird,106,5,1
C-6796356,Solco healthcare U.S. Pet and Animal Emerging Clinic,NY,Northeast,German Shepherd,,,,68,17,1
C-2227409,Delon Laboratories (1990) Pet and Animal Emerging Clinic,MS,West,German Shepherd,Sphynx,,,101,24,1
C-9268257,Amerisource Pet and Animal Emerging Clinic,CT,Northeast,,,,,141,24,1
C-9629736,U.S. Pet and Animal Emerging Clinic,PA,West,,,,,88,19,1
C-5601285,SJ Creations Pet and Animal Emerging Clinic,NJ,Northeast,,,Angelfish,Parrotlet,97,25,1
C-4023413,Fresenius Kabi USA Pet and Animal Emerging Clinic,IN,West,Bulldog,,,,103,25,0
C-7363300,Allergy Laboratories Pet and Animal Emerging Clinic,CA,West,Yorkshire Terrier,,,,137,25,0
C-5814177,Mechanical Servants Pet and Animal Emerging Clinic,DC,Northeast,Labrador Retriever,Scottish Fold,,,86,14,1
C-7186775,Kmart Pet and Animal Emerging Clinic,DC,Northeast,,,,,65,21,1
C-7355717,American Health Pet and Animal Emerging Clinic,FL,South,,,,,169,25,0
C-4668812,Physicians Total Care Pet and Animal Emerging Clinic,TN,South,German Shepherd,American Shorthair,,,125,22,1
C-1375667,Whisk Products Pet and Animal Emerging Clinic,OK,Midwest,,,,,155,21,1
C-0190273,Alaven Pharmaceutical Pet and Animal Emerging Clinic,FL,South,Labrador Retriever,,,,54,23,1
C-3829341,Walgreens,CA,West,,,,,115,16,1
C-7183156,Conopco Inc. d/b/a Pet and Animal Emerging Clinic,OR,South,,,,,91,28,1
C-3213706,Physicians Total Care Pet and Animal Emerging Clinic,OR,South,Bulldog,,,,93,18,1
C-6914919,McKesson Packaging Serivces a business unit of McKesson Pet and Animal Emerging Clinic,TX,South,Beagle,,,,60,21,1
C-8336775,RITE AID Pet and Animal Emerging Clinic,NY,Northeast,,,,,85,24,1
C-5438026,SHISEIDO AMERICA Pet and Animal Emerging Clinic,WV,South,Bulldog,Persian,,,82,24,1
C-5714113,Agbanga Karite LLC / EveryDay Shea / Alaffia Sustainable Skin Pet and Animal Emerging Clinic,IA,West,Beagle,,,,82,14,1
C-4093014,Greenstone Pet and Animal Emerging Clinic,VA,West,Yorkshire Terrier,,,,112,20,1
C-4801579,Energique Pet and Animal Emerging Clinic,TX,South,Golden Retriever,,,,155,22,1
C-6388141,Meditrend Inc. DBA Progena Professional Pet and Animal Emerging Clinic,TX,South,Golden Retriever,Sphynx,,,88,9,1
C-0272807,St Marys Medical Park Pet and Animal Emerging Clinic,CA,West,,,,,69,16,1
C-2860760,Physicians Total Care Pet and Animal Emerging Clinic,OH,Northeast,Boxer,,Betta Fish,Dove,142,19,1
C-7129435,LG Household and Healthcare Pet and Animal Emerging Clinic,FL,South,Bulldog,,,,125,23,1
C-0360448,REMEDYREPACK Pet and Animal Emerging Clinic,IN,West,,,,,45,21,1
C-3337444,Barr Laboratories Pet and Animal Emerging Clinic,IL,West,,,,,145,16,1
C-4225828,Nelco Laboratories Pet and Animal Emerging Clinic,RI,Northeast,,,,,110,19,1
C-5741001,AvKARE Pet and Animal Emerging Clinic,KS,South,Beagle,,,,102,24,1
C-6575705,Vivier Pharma Pet and Animal Emerging Clinic,AK,#N/A,Beagle,,,,108,20,1
C-6026626,Mycone Dental Supply Co. Inc DBA Keystone Industries and Deepak Products Pet and Animal Emerging Clinic,FL,South,German Shepherd,,,,89,20,1
C-4936699,Alvogen Pet and Animal Emerging Clinic,OK,Midwest,Bulldog,,,,163,22,1
C-6864956,Ningbo Meiduo General Products Co. Pet and Animal Emerging Clinic,FL,South,Labrador Retriever,Maine Coone,,,61,14,1
C-4080038,Lake Erie Medical DBA Quality Care Products Pet and Animal Emerging Clinic,AZ,West,Boxer,American Bobtail,,,100,13,1
C-6902175,SESVALIA USA Pet and Animal Emerging Clinic,AZ,West,Beagle,American Bobtail,,,100,17,1
C-0303641,REMEDYREPACK Pet and Animal Emerging Clinic,CA,West,,,,,153,26,0
C-7094024,Jubilant HollisterStier Pet and Animal Emerging Clinic,NC,West,Bulldog,,,,154,23,1
C-9070137,Laboratoires Clarins Pet and Animal Emerging Clinic,NV,Northeast,German Shepherd,Sphynx,,,127,23,1
C-8822018,MAKEUP ART Pet and Animal Emerging Clinic,CA,West,German Shepherd,,,,155,18,1
C-5030646,Physicians Total Care Pet and Animal Emerging Clinic,NY,Northeast,,Maine Coone,Cory Catfish,Parrotlet,116,25,0
C-0905807,West-ward Pharmaceutical Pet and Animal Emerging Clinic,GA,South,Yorkshire Terrier,,,,124,18,1
C-2118723,Markwins Beauty Products Pet and Animal Emerging Clinic,WI,South,Labrador Retriever,American Bobtail,,,123,22,1
C-5117804,NASH-FINCH Pet and Animal Emerging Clinic,IL,West,Labrador Retriever,,,,120,19,1
C-0007799,Procter & Gamble Manufacturing Pet and Animal Emerging Clinic,PA,West,Yorkshire Terrier,,,,108,15,1
C-7032303,Cephalon Pet and Animal Emerging Clinic,DC,Northeast,,Persian,,,161,4,1
C-4646107,STAT Rx USA Pet and Animal Emerging Clinic,NY,Northeast,German Shepherd,,,,118,21,1
C-0009958,Colgate Oral Pharmaceuticals Pet and Animal Emerging Clinic,OK,Midwest,,,,,129,17,1
C-2961266,B. Braun Medical Pet and Animal Emerging Clinic,FL,South,Golden Retriever,Scottish Fold,,,152,19,1
C-5284095,Sandoz Pet and Animal Emerging Clinic,AZ,West,,,,,133,18,1
C-4266841,REMEDYREPACK Pet and Animal Emerging Clinic,CA,West,Labrador Retriever,,,,109,25,0
C-4563046,AAA Pharmaceutical Pet and Animal Emerging Clinic,IL,West,,,,,151,14,1
C-3060634,Cargo Cosmetics Pet and Animal Emerging Clinic,CA,West,Boxer,,,,84,19,1
C-1765085,Sandoz Pet and Animal Emerging Clinic,FL,South,,,Cory Catfish,African Gray Parrot,119,16,1
C-8640799,Bliss World Pet and Animal Emerging Clinic,OH,Northeast,Golden Retriever,,,,127,18,1
C-8522107,Apotex Pet and Animal Emerging Clinic,VA,West,Golden Retriever,,,,96,20,1
C-0258802,Amneal Pharmaceuticals of New York Pet and Animal Emerging Clinic,IN,West,Golden Retriever,,,,97,12,1
C-1184498,Reckitt Benckiser Pet and Animal Emerging Clinic,WV,South,,,,,101,25,0
C-5679975,Kareway Product Pet and Animal Emerging Clinic,WI,South,German Shepherd,,,,66,18,1
C-7407663,Mylan Pharmaceuticals Pet and Animal Emerging Clinic,TX,South,Yorkshire Terrier,,,,155,18,1
C-3261951,ALK-Abello Pet and Animal Emerging Clinic,CA,West,German Shepherd,American Shorthair,,,118,25,0
C-6963787,U.S. Pet and Animal Emerging Clinic,CA,West,Golden Retriever,Sphynx,Cory Catfish,African Gray Parrot,113,9,1
C-2207742,Natural Health Pet and Animal Emerging Clinic,MA,South,,Scottish Fold,,,145,16,1
C-5248067,Physicians Total Care Pet and Animal Emerging Clinic,TX,South,Bulldog,,,,140,14,1
C-4274952,Physicians Total Care Pet and Animal Emerging Clinic,MN,South,Boxer,,Angelfish,Lovebird,155,20,1
C-2706989,Washington Homeopathic Pet and Animal Emerging Clinic,OH,Northeast,,,,,128,13,1
C-8890710,Novartis Consumer Health Pet and Animal Emerging Clinic,TX,South,,,,,42,23,1
C-1180448,HOMEOLAB USA Pet and Animal Emerging Clinic,IA,West,German Shepherd,,,,145,26,0
C-2606141,Genzyme Pet and Animal Emerging Clinic,OR,South,Boxer,,,,111,22,1
C-8021177,Western Family Foods Pet and Animal Emerging Clinic,MN,South,,,,,115,17,1
C-9661319,Procter & Gamble Manufacturing Pet and Animal Emerging Clinic,DC,Northeast,,,,,85,20,1
C-1932107,Dolgencorp Pet and Animal Emerging Clinic,LA,South,,,,,107,20,1
C-2858310,REMEDYREPACK Pet and Animal Emerging Clinic,CA,West,Golden Retriever,,,,142,10,1
C-4761042,Heckman Healthcare Service & Supplies Pet and Animal Emerging Clinic,CA,West,Boxer,,,,112,18,1
C-9528941,Cobalt Laboratories Pet and Animal Emerging Clinic,NC,West,Beagle,,,,95,27,1
C-1220473,Coastal Welding Supply Pet and Animal Emerging Clinic,NV,Northeast,Labrador Retriever,,,,112,14,1
C-8273749,Valu Merchandisers Pet and Animal Emerging Clinic,OK,Midwest,,,,,117,25,0
C-1300637,Airgas-West Pet and Animal Emerging Clinic,CO,West,Boxer,,,,96,24,1
C-5476343,Dolgencorp Pet and Animal Emerging Clinic,VA,West,,,,,72,17,1
C-0237977,CVS Pharmacy Pet and Animal Emerging Clinic,MD,Northeast,,,,,93,21,1
C-2927333,Cardinal Pet and Animal Emerging Clinic,CA,West,Golden Retriever,Scottish Fold,,,130,18,1
C-4161281,PD-Rx Pharmaceuticals Pet and Animal Emerging Clinic,TX,South,Yorkshire Terrier,,,,94,25,1
C-5970748,Prime Enterprises Pet and Animal Emerging Clinic,CO,West,,Siamese,,,103,18,1
C-7650240,Boca Pharmacal Pet and Animal Emerging Clinic,TX,South,,,,,105,20,1
C-1484172,Topco Associates Pet and Animal Emerging Clinic,NM,Northeast,Labrador Retriever,American Shorthair,,,101,26,0
C-6941229,Walgreens,IA,West,German Shepherd,,,,108,22,1
C-7258806,Mylan Institutional Pet and Animal Emerging Clinic,CA,West,,,,,96,17,1
C-6692908,Pharmacia and Upjohn Pet and Animal Emerging Clinic,OK,Midwest,Beagle,,,,137,16,1
C-9744420,Taro Pharmaceuticals U.S.A. Pet and Animal Emerging Clinic,NE,West,Labrador Retriever,Maine Coone,,,124,20,1
C-8350481,DSHealthcare,MA,South,,Sphynx,,,120,25,0
C-0677076,CVS Pharmacy Pet and Animal Emerging Clinic,NJ,Northeast,,,Cory Catfish,African Gray Parrot,130,21,1
C-5657240,Pfizer Laboratories Div Pfizer Pet and Animal Emerging Clinic,NJ,Northeast,,,,,87,21,1
C-8471630,The Procter & Gamble Manufacturing Pet and Animal Emerging Clinic,MI,Northeast,Labrador Retriever,,,,98,16,1
C-2171304,NCS HealthCare of KY Inc dba Vangard Pet and Animal Emerging Clinic,VA,West,,,,,98,17,1
C-7680367,Access Business Group Pet and Animal Emerging Clinic,ID,West,,,,,137,19,1
C-8185040,L Perrigo Pet and Animal Emerging Clinic,DC,Northeast,,,,,140,14,1
C-7173048,Empack,CO,West,Labrador Retriever,,,,191,20,1
C-4460888,Pharmacia and Upjohn Pet and Animal Emerging Clinic,MD,Northeast,German Shepherd,,,,89,19,1
C-3982906,WOCKHARDT Pet and Animal Emerging Clinic,VA,West,,,,,154,18,1
C-6796356,Solco healthcare U.S. Pet and Animal Emerging Clinic,NY,Northeast,,,,,128,13,1
C-2227409,Delon Laboratories (1990) Pet and Animal Emerging Clinic,MS,West,,,,,69,17,1
C-9268257,Amerisource Pet and Animal Emerging Clinic,CT,Northeast,Labrador Retriever,,,,107,21,1
C-9629736,U.S. Pet and Animal Emerging Clinic,PA,West,,,,,138,14,1
C-5601285,SJ Creations Pet and Animal Emerging Clinic,NJ,Northeast,Golden Retriever,,,,145,22,1
C-4023413,Fresenius Kabi USA Pet and Animal Emerging Clinic,IN,West,Golden Retriever,Scottish Fold,,,149,22,1
C-7363300,Allergy Laboratories Pet and Animal Emerging Clinic,CA,West,,,,,170,13,1
C-5814177,Mechanical Servants Pet and Animal Emerging Clinic,DC,Northeast,German Shepherd,,,,102,27,0
C-7186775,Kmart Pet and Animal Emerging Clinic,DC,Northeast,,American Bobtail,,,156,23,1
C-7355717,American Health Pet and Animal Emerging Clinic,FL,South,,,,,159,21,1
C-4668812,Physicians Total Care Pet and Animal Emerging Clinic,TN,South,,,,,64,24,1
C-1375667,Whisk Products Pet and Animal Emerging Clinic,OK,Midwest,,American Bobtail,,,187,24,1
C-0190273,Alaven Pharmaceutical Pet and Animal Emerging Clinic,FL,South,German Shepherd,,,,140,12,1
C-3829341,Walgreens,CA,West,,,,,91,16,1
C-7183156,Conopco Inc. d/b/a Pet and Animal Emerging Clinic,OR,South,,,,,98,20,1
C-3213706,Physicians Total Care Pet and Animal Emerging Clinic,OR,South,,,,,104,13,1
C-6914919,McKesson Packaging Serivces a business unit of McKesson Pet and Animal Emerging Clinic,TX,South,,,,,149,29,0
C-8336775,RITE AID Pet and Animal Emerging Clinic,NY,Northeast,Beagle,,Angelfish,Finch,110,28,0
C-5438026,SHISEIDO AMERICA Pet and Animal Emerging Clinic,WV,South,,Sphynx,,,90,20,1
C-5714113,Agbanga Karite LLC / EveryDay Shea / Alaffia Sustainable Skin Pet and Animal Emerging Clinic,IA,West,Boxer,,,,125,17,1
C-4093014,Greenstone Pet and Animal Emerging Clinic,VA,West,,,,,149,15,1
C-4801579,Energique Pet and Animal Emerging Clinic,TX,South,Labrador Retriever,,,,118,13,1
C-6388141,Meditrend Inc. DBA Progena Professional Pet and Animal Emerging Clinic,TX,South,,,,,162,23,1
C-0272807,St Marys Medical Park Pet and Animal Emerging Clinic,CA,West,Golden Retriever,,,,163,21,1
C-2860760,Physicians Total Care Pet and Animal Emerging Clinic,OH,Northeast,Beagle,Siamese,,,142,15,1
C-7129435,LG Household and Healthcare Pet and Animal Emerging Clinic,FL,South,Beagle,,,,160,20,1
C-0360448,REMEDYREPACK Pet and Animal Emerging Clinic,IN,West,German Shepherd,,,,132,21,1
C-3337444,Barr Laboratories Pet and Animal Emerging Clinic,IL,West,,Siamese,,,100,30,0
C-4225828,Nelco Laboratories Pet and Animal Emerging Clinic,RI,Northeast,Labrador Retriever,,,,127,19,1
C-5741001,AvKARE Pet and Animal Emerging Clinic,KS,South,,,,,85,22,1
C-6575705,Vivier Pharma Pet and Animal Emerging Clinic,AK,#N/A,Yorkshire Terrier,,,,111,17,1
C-6026626,Mycone Dental Supply Co. Inc DBA Keystone Industries and Deepak Products Pet and Animal Emerging Clinic,FL,South,,,,,140,27,0
C-4936699,Alvogen Pet and Animal Emerging Clinic,OK,Midwest,Yorkshire Terrier,,,,137,14,1
C-6864956,Ningbo Meiduo General Products Co. Pet and Animal Emerging Clinic,FL,South,Boxer,American Bobtail,,,124,20,1
C-4080038,Lake Erie Medical DBA Quality Care Products Pet and Animal Emerging Clinic,AZ,West,,,,,85,17,1
C-6902175,SESVALIA USA Pet and Animal Emerging Clinic,AZ,West,Yorkshire Terrier,,,,138,17,1
C-0303641,REMEDYREPACK Pet and Animal Emerging Clinic,CA,West,,Sphynx,,,157,17,1
C-7094024,Jubilant HollisterStier Pet and Animal Emerging Clinic,NC,West,Yorkshire Terrier,,,,105,17,1
C-9070137,Laboratoires Clarins Pet and Animal Emerging Clinic,NV,Northeast,,Persian,,,101,23,1
C-8822018,MAKEUP ART Pet and Animal Emerging Clinic,CA,West,Yorkshire Terrier,Scottish Fold,,,94,11,1
C-5030646,Physicians Total Care Pet and Animal Emerging Clinic,NY,Northeast,,,,,113,22,1
C-0905807,West-ward Pharmaceutical Pet and Animal Emerging Clinic,GA,South,,American Shorthair,,,171,28,0
C-2118723,Markwins Beauty Products Pet and Animal Emerging Clinic,WI,South,,,,,153,14,1
C-5117804,NASH-FINCH Pet and Animal Emerging Clinic,IL,West,German Shepherd,,,,179,20,1
C-0007799,Procter & Gamble Manufacturing Pet and Animal Emerging Clinic,PA,West,Beagle,,,,192,21,1
C-7032303,Cephalon Pet and Animal Emerging Clinic,DC,Northeast,Bulldog,American Bobtail,,,135,15,1
