clinic_id,clinic_name,state,region,dog_breed,cat_breed,fish_breed,bird_breed,treatment_cost,wait_time,recommended
C-5117804,NASH-FINCH Pet and Animal Emerging Clinic,IL,West,,,,,78,18,1
C-0007799,Procter & Gamble Manufacturing Pet and Animal Emerging Clinic,PA,West,Boxer,,,,136,18,1
C-7032303,Cephalon Pet and Animal Emerging Clinic,DC,Northeast,Golden Retriever,,,,147,22,1
C-4646107,STAT Rx USA Pet and Animal Emerging Clinic,NY,Northeast,Yorkshire Terrier,,,,105,16,1
C-0009958,Colgate Oral Pharmaceuticals Pet and Animal Emerging Clinic,OK,Midwest,,Maine Coone,,,93,10,1
C-2961266,B. Braun Medical Pet and Animal Emerging Clinic,FL,South,,,,,185,14,1
C-5284095,Sandoz Pet and Animal Emerging Clinic,AZ,West,German Shepherd,Siamese,,,191,17,1
C-4266841,REMEDYREPACK Pet and Animal Emerging Clinic,CA,West,Bulldog,American Shorthair,Betta Fish,Finch,81,22,1
C-4563046,AAA Pharmaceutical Pet and Animal Emerging Clinic,IL,West,,,,,69,26,1
C-3060634,Cargo Cosmetics Pet and Animal Emerging Clinic,CA,West,Beagle,,,,128,22,1
C-1765085,Sandoz Pet and Animal Emerging Clinic,FL,South,Golden Retriever,,,,131,20,1
C-8640799,Bliss World Pet and Animal Emerging Clinic,OH,Northeast,,Siamese,,,125,17,1
C-8522107,Apotex Pet and Animal Emerging Clinic,VA,West,Beagle,,,,135,22,1
C-0258802,Amneal Pharmaceuticals of New York Pet and Animal Emerging Clinic,IN,West,,American Bobtail,,,117,19,1
C-1184498,Reckitt Benckiser Pet and Animal Emerging Clinic,WV,South,,,,,126,24,1
C-5679975,Kareway Product Pet and Animal Emerging Clinic,WI,South,Golden Retriever,Scottish Fold,,,131,12,1
C-7407663,Mylan Pharmaceuticals Pet and Animal Emerging Clinic,TX,South,,,Betta Fish,African Gray Parrot,54,27,1
C-3261951,ALK-Abello Pet and Animal Emerging Clinic,CA,West,German Shepherd,Siamese,,,139,25,0
C-6963787,U.S. Pet and Animal Emerging Clinic,CA,West,Yorkshire Terrier,Sphynx,Cory Catfish,African Gray Parrot,138,24,1
C-2207742,Natural Health Pet and Animal Emerging Clinic,MA,South,Bulldog,,,,100,22,1
C-5248067,Physicians Total Care Pet and Animal Emerging Clinic,TX,South,,,,,167,18,1
C-4274952,Physicians Total Care Pet and Animal Emerging Clinic,MN,South,Beagle,,,,142,26,0
C-2706989,Washington Homeopathic Pet and Animal Emerging Clinic,OH,Northeast,German Shepherd,,,,115,18,1
C-8890710,Novartis Consumer Health Pet and Animal Emerging Clinic,TX,South,,,,,128,20,1
C-1180448,HOMEOLAB USA Pet and Animal Emerging Clinic,IA,West,Beagle,,,,100,23,1
C-2606141,Genzyme Pet and Animal Emerging Clinic,OR,South,Beagle,,,,73,15,1
C-8021177,Western Family Foods Pet and Animal Emerging Clinic,MN,South,,,,,92,31,1
C-9661319,Procter & Gamble Manufacturing Pet and Animal Emerging Clinic,DC,Northeast,Golden Retriever,,,,99,13,1
C-1932107,Dolgencorp Pet and Animal Emerging Clinic,LA,South,,,,,151,18,1
C-2858310,REMEDYREPACK Pet and Animal Emerging Clinic,CA,West,,,,,106,23,1
C-4761042,Heckman Healthcare Service & Supplies Pet and Animal Emerging Clinic,CA,West,Beagle,,,,104,30,0
C-9528941,Cobalt Laboratories Pet and Animal Emerging Clinic,NC,West,Bulldog,,,,92,22,1
C-1220473,Coastal Welding Supply Pet and Animal Emerging Clinic,NV,Northeast,,,,,108,24,1
C-8273749,Valu Merchandisers Pet and Animal Emerging Clinic,OK,Midwest,Golden Retriever,,,,101,19,1
C-1300637,Airgas-West Pet and Animal Emerging Clinic,CO,West,,,,,159,14,1
C-5476343,Dolgencorp Pet and Animal Emerging Clinic,VA,West,,,,,145,20,1
C-0237977,CVS Pharmacy Pet and Animal Emerging Clinic,MD,Northeast,,,,,136,15,1
C-2927333,Cardinal Pet and Animal Emerging Clinic,CA,West,,,,,108,25,0
C-4161281,PD-Rx Pharmaceuticals Pet and Animal Emerging Clinic,TX,South,Golden Retriever,Persian,,,101,23,1
C-5970748,Prime Enterprises Pet and Animal Emerging Clinic,CO,West,German Shepherd,,,,92,29,1
C-7650240,Boca Pharmacal Pet and Animal Emerging Clinic,TX,South,Labrador Retriever,American Bobtail,,,105,29,0
C-1484172,Topco Associates Pet and Animal Emerging Clinic,NM,Northeast,Labrador Retriever,American Shorthair,,,107,13,1
C-6941229,Walgreens,IA,West,German Shepherd,,,,89,23,1
C-7258806,Mylan Institutional Pet and Animal Emerging Clinic,CA,West,German Shepherd,,,,113,14,1
C-6692908,Pharmacia and Upjohn Pet and Animal Emerging Clinic,OK,Midwest,,,,,136,21,1
C-9744420,Taro Pharmaceuticals U.S.A. Pet and Animal Emerging Clinic,NE,West,,,,,114,18,1
C-8350481,DSHealthcare,MA,South,Bulldog,,,,99,15,1
C-0677076,CVS Pharmacy Pet and Animal Emerging Clinic,NJ,Northeast,Beagle,Sphynx,Guppy,Finch,154,29,0
C-5657240,Pfizer Laboratories Div Pfizer Pet and Animal Emerging Clinic,NJ,Northeast,Bulldog,Sphynx,,,136,17,1
C-8471630,The Procter & Gamble Manufacturing Pet and Animal Emerging Clinic,MI,Northeast,Labrador Retriever,,,,160,15,1
C-2171304,NCS HealthCare of KY Inc dba Vangard Pet and Animal Emerging Clinic,VA,West,,Persian,,,144,18,1
C-7680367,Access Business Group Pet and Animal Emerging Clinic,ID,West,,Persian,,,132,21,1
C-8185040,L Perrigo Pet and Animal Emerging Clinic,DC,Northeast,German Shepherd,,,,99,29,1
C-7173048,Empack,CO,West,Golden Retriever,,,,108,14,1
C-4460888,Pharmacia and Upjohn Pet and Animal Emerging Clinic,MD,Northeast,Yorkshire Terrier,,,,139,14,1
C-3982906,WOCKHARDT Pet and Animal Emerging Clinic,VA,West,Bulldog,,,,113,19,1
C-6796356,Solco healthcare U.S. Pet and Animal Emerging Clinic,NY,Northeast,,,,,140,15,1
C-2227409,Delon Laboratories (1990) Pet and Animal Emerging Clinic,MS,West,Yorkshire Terrier,,,,143,14,1
C-9268257,Amerisource Pet and Animal Emerging Clinic,CT,Northeast,,,,,116,19,1
C-9629736,U.S. Pet and Animal Emerging Clinic,PA,West,,,,,135,23,1
C-5601285,SJ Creations Pet and Animal Emerging Clinic,NJ,Northeast,Golden Retriever,,,,76,16,1
C-4023413,Fresenius Kabi USA Pet and Animal Emerging Clinic,IN,West,German Shepherd,Maine Coone,,,108,17,1
C-7363300,Allergy Laboratories Pet and Animal Emerging Clinic,CA,West,German Shepherd,,,,179,21,1
C-5814177,Mechanical Servants Pet and Animal Emerging Clinic,DC,Northeast,,,,,30,20,1
C-7186775,Kmart Pet and Animal Emerging Clinic,DC,Northeast,Yorkshire Terrier,,,,138,20,1
C-7355717,American Health Pet and Animal Emerging Clinic,FL,South,Bulldog,Sphynx,Cory Catfish,African Gray Parrot,57,17,1
C-4668812,Physicians Total Care Pet and Animal Emerging Clinic,TN,South,,Scottish Fold,,,109,29,0
C-1375667,Whisk Products Pet and Animal Emerging Clinic,OK,Midwest,,Maine Coone,,,78,22,1
C-0190273,Alaven Pharmaceutical Pet and Animal Emerging Clinic,FL,South,German Shepherd,,,,141,21,1
C-3829341,Walgreens,CA,West,Labrador Retriever,,,,104,28,0
C-7183156,Conopco Inc. d/b/a Pet and Animal Emerging Clinic,OR,South,Labrador Retriever,Persian,,,126,21,1
C-3213706,Physicians Total Care Pet and Animal Emerging Clinic,OR,South,Labrador Retriever,,,,169,25,0
C-6914919,McKesson Packaging Serivces a business unit of McKesson Pet and Animal Emerging Clinic,TX,South,,American Bobtail,,,81,14,1
C-8336775,RITE AID Pet and Animal Emerging Clinic,NY,Northeast,Yorkshire Terrier,Persian,,,89,28,1
C-5438026,SHISEIDO AMERICA Pet and Animal Emerging Clinic,WV,South,,American Shorthair,,,89,20,1
C-5714113,Agbanga Karite LLC / EveryDay Shea / Alaffia Sustainable Skin Pet and Animal Emerging Clinic,IA,West,,Scottish Fold,,,197,21,1
C-4093014,Greenstone Pet and Animal Emerging Clinic,VA,West,,,,,85,28,1
C-4801579,Energique Pet and Animal Emerging Clinic,TX,South,,,Cory Catfish,African Gray Parrot,139,27,0
C-6388141,Meditrend Inc. DBA Progena Professional Pet and Animal Emerging Clinic,TX,South,Yorkshire Terrier,,,,150,15,1
C-0272807,St Marys Medical Park Pet and Animal Emerging Clinic,CA,West,German Shepherd,Siamese,,,104,35,0
C-2860760,Physicians Total Care Pet and Animal Emerging Clinic,OH,Northeast,Beagle,,,,157,24,1
C-7129435,LG Household and Healthcare Pet and Animal Emerging Clinic,FL,South,Beagle,,,,158,17,1
C-0360448,REMEDYREPACK Pet and Animal Emerging Clinic,IN,West,German Shepherd,Scottish Fold,,,60,21,1
C-3337444,Barr Laboratories Pet and Animal Emerging Clinic,IL,West,Labrador Retriever,,,,134,13,1
C-4225828,Nelco Laboratories Pet and Animal Emerging Clinic,RI,Northeast,German Shepherd,,,,153,11,1
C-5741001,AvKARE Pet and Animal Emerging Clinic,KS,South,Yorkshire Terrier,,,,148,22,1
C-6575705,Vivier Pharma Pet and Animal Emerging Clinic,AK,#N/A,Labrador Retriever,,,,83,21,1
C-6026626,Mycone Dental Supply Co. Inc DBA Keystone Industries and Deepak Products Pet and Animal Emerging Clinic,FL,South,,,,,92,29,1
C-4936699,Alvogen Pet and Animal Emerging Clinic,OK,Midwest,,,,,44,21,1
C-6864956,Ningbo Meiduo General Products Co. Pet and Animal Emerging Clinic,FL,South,Boxer,,,,106,16,1
C-4080038,Lake Erie Medical DBA Quality Care Products Pet and Animal Emerging Clinic,AZ,West,Boxer,,Goldfish,African Gray Parrot,98,18,1
C-6902175,SESVALIA USA Pet and Animal Emerging Clinic,AZ,West,Boxer,,,,103,21,1
C-0303641,REMEDYREPACK Pet and Animal Emerging Clinic,CA,West,Golden Retriever,Persian,,,121,22,1
C-7094024,Jubilant HollisterStier Pet and Animal Emerging Clinic,NC,West,Bulldog,,,,89,17,1
C-9070137,Laboratoires Clarins Pet and Animal Emerging Clinic,NV,Northeast,,Siamese,,,115,21,1
C-8822018,MAKEUP ART Pet and Animal Emerging Clinic,CA,West,,,,,129,15,1
C-5030646,Physicians Total Care Pet and Animal Emerging Clinic,NY,Northeast,Labrador Retriever,,,,56,30,1
C-0905807,West-ward Pharmaceutical Pet and Animal Emerging Clinic,GA,South,,,,,143,24,1
C-2118723,Markwins Beauty Products Pet and Animal Emerging Clinic,WI,South,,,,,116,20,1
C-5117804,NASH-FINCH Pet and Animal Emerging Clinic,IL,West,German Shepherd,,,,90,15,1
C-0007799,Procter & Gamble Manufacturing Pet and Animal Emerging Clinic,PA,West,German Shepherd,Persian,,,92,21,1
C-7032303,Cephalon Pet and Animal Emerging Clinic,DC,Northeast,Golden Retriever,,,,80,29,1
C-4646107,STAT Rx USA Pet and Animal Emerging Clinic,NY,Northeast,,,,,129,15,1
C-0009958,Colgate Oral Pharmaceuticals Pet and Animal Emerging Clinic,OK,Midwest,,,,,88,21,1
C-2961266,B. Braun Medical Pet and Animal Emerging Clinic,FL,South,,,,,142,21,1
C-5284095,Sandoz Pet and Animal Emerging Clinic,AZ,West,Labrador Retriever,,,,121,31,0
C-4266841,REMEDYREPACK Pet and Animal Emerging Clinic,CA,West,Bulldog,,Angelfish,Lovebird,104,22,1
C-4563046,AAA Pharmaceutical Pet and Animal Emerging Clinic,IL,West,Yorkshire Terrier,Persian,,,157,20,1
C-3060634,Cargo Cosmetics Pet and Animal Emerging Clinic,CA,West,Yorkshire Terrier,,,,113,24,1
C-1765085,Sandoz Pet and Animal Emerging Clinic,FL,South,German Shepherd,,,,130,21,1
C-8640799,Bliss World Pet and Animal Emerging Clinic,OH,Northeast,Boxer,,,,135,26,0
C-8522107,Apotex Pet and Animal Emerging Clinic,VA,West,,,,,61,21,1
C-0258802,Amneal Pharmaceuticals of New York Pet and Animal Emerging Clinic,IN,West,Yorkshire Terrier,,,,132,11,1
C-1184498,Reckitt Benckiser Pet and Animal Emerging Clinic,WV,South,Boxer,,,,121,22,1
C-5679975,Kareway Product Pet and Animal Emerging Clinic,WI,South,Boxer,,,,124,24,1
C-7407663,Mylan Pharmaceuticals Pet and Animal Emerging Clinic,TX,South,Golden Retriever,Maine Coone,,,90,20,1
C-3261951,ALK-Abello Pet and Animal Emerging Clinic,CA,West,,Siamese,,,128,17,1
C-6963787,U.S. Pet and Animal Emerging Clinic,CA,West,,American Shorthair,,,87,22,1
C-2207742,Natural Health Pet and Animal Emerging Clinic,MA,South,German Shepherd,,,,141,24,1
C-5248067,Physicians Total Care Pet and Animal Emerging Clinic,TX,South,,,,,77,22,1
C-4274952,Physicians Total Care Pet and Animal Emerging Clinic,MN,South,Boxer,,,,141,20,1
C-2706989,Washington Homeopathic Pet and Animal Emerging Clinic,OH,Northeast,,,,,123,22,1
C-8890710,Novartis Consumer Health Pet and Animal Emerging Clinic,TX,South,Boxer,,,,117,12,1
C-1180448,HOMEOLAB USA Pet and Animal Emerging Clinic,IA,West,Yorkshire Terrier,,,,109,14,1
C-2606141,Genzyme Pet and Animal Emerging Clinic,OR,South,Golden Retriever,,,,151,21,1
C-8021177,Western Family Foods Pet and Animal Emerging Clinic,MN,South,Boxer,,,,150,27,0
C-9661319,Procter & Gamble Manufacturing Pet and Animal Emerging Clinic,DC,Northeast,German Shepherd,Scottish Fold,,,122,26,0
C-1932107,Dolgencorp Pet and Animal Emerging Clinic,LA,South,,,,,122,16,1
C-2858310,REMEDYREPACK Pet and Animal Emerging Clinic,CA,West,Boxer,Scottish Fold,,,107,20,1
C-4761042,Heckman Healthcare Service & Supplies Pet and Animal Emerging Clinic,CA,West,Golden Retriever,,,,126,18,1
C-9528941,Cobalt Laboratories Pet and Animal Emerging Clinic,NC,West,,,,,95,31,1
C-1220473,Coastal Welding Supply Pet and Animal Emerging Clinic,NV,Northeast,Beagle,,,,167,24,1
C-8273749,Valu Merchandisers Pet and Animal Emerging Clinic,OK,Midwest,Labrador Retriever,,,,178,16,1
C-1300637,Airgas-West Pet and Animal Emerging Clinic,CO,West,,,,,148,24,1
C-5476343,Dolgencorp Pet and Animal Emerging Clinic,VA,West,,American Bobtail,,,120,19,1
C-0237977,CVS Pharmacy Pet and Animal Emerging Clinic,MD,Northeast,Bulldog,,,,96,17,1
C-2927333,Cardinal Pet and Animal Emerging Clinic,CA,West,Labrador Retriever,,,,136,8,1
C-4161281,PD-Rx Pharmaceuticals Pet and Animal Emerging Clinic,TX,South,Labrador Retriever,,,,106,17,1
C-5970748,Prime Enterprises Pet and Animal Emerging Clinic,CO,West,Yorkshire Terrier,,,,194,20,1
C-7650240,Boca Pharmacal Pet and Animal Emerging Clinic,TX,South,Boxer,Siamese,,,101,27,0
C-1484172,Topco Associates Pet and Animal Emerging Clinic,NM,Northeast,German Shepherd,,,,97,25,1
C-6941229,Walgreens,IA,West,Boxer,,,,121,32,0
C-7258806,Mylan Institutional Pet and Animal Emerging Clinic,CA,West,German Shepherd,American Bobtail,,,84,14,1
C-6692908,Pharmacia and Upjohn Pet and Animal Emerging Clinic,OK,Midwest,Bulldog,American Bobtail,Cory Catfish,Dove,176,20,1
C-9744420,Taro Pharmaceuticals U.S.A. Pet and Animal Emerging Clinic,NE,West,,,Angelfish,Lovebird,72,17,1
C-8350481,DSHealthcare,MA,South,,,,,122,22,1
C-0677076,CVS Pharmacy Pet and Animal Emerging Clinic,NJ,Northeast,,Scottish Fold,,,118,17,1
C-5657240,Pfizer Laboratories Div Pfizer Pet and Animal Emerging Clinic,NJ,Northeast,,Persian,,,107,25,0
C-8471630,The Procter & Gamble Manufacturing Pet and Animal Emerging Clinic,MI,Northeast,Labrador Retriever,Scottish Fold,,,142,21,1
C-2171304,NCS HealthCare of KY Inc dba Vangard Pet and Animal Emerging Clinic,VA,West,Beagle,,,,142,29,0
C-7680367,Access Business Group Pet and Animal Emerging Clinic,ID,West,,Maine Coone,,,126,17,1
C-8185040,L Perrigo Pet and Animal Emerging Clinic,DC,Northeast,Golden Retriever,Siamese,,,149,20,1
C-7173048,Empack,CO,West,,,,,161,27,0
C-4460888,Pharmacia and Upjohn Pet and Animal Emerging Clinic,MD,Northeast,,,Betta Fish,Lovebird,136,17,1
C-3982906,WOCKHARDT Pet and Animal Emerging Clinic,VA,West,Labrador Retriever,American Bobtail,,,92,19,1
C-6796356,Solco healthcare U.S. Pet and Animal Emerging Clinic,NY,Northeast,,,,,129,21,1
C-2227409,Delon Laboratories (1990) Pet and Animal Emerging Clinic,MS,West,,,,,117,19,1
C-9268257,Amerisource Pet and Animal Emerging Clinic,CT,Northeast,German Shepherd,,,,62,25,1
C-9629736,U.S. Pet and Animal Emerging Clinic,PA,West,Boxer,,,,128,17,1
C-5601285,SJ Creations Pet and Animal Emerging Clinic,NJ,Northeast,Golden Retriever,American Bobtail,,,140,19,1
C-4023413,Fresenius Kabi USA Pet and Animal Emerging Clinic,IN,West,,Persian,,,181,20,1
C-7363300,Allergy Laboratories Pet and Animal Emerging Clinic,CA,West,,,,,117,14,1
C-5814177,Mechanical Servants Pet and Animal Emerging Clinic,DC,Northeast,German Shepherd,,Goldfish,Dove,80,20,1
C-7186775,Kmart Pet and Animal Emerging Clinic,DC,Northeast,,,,,115,25,0
C-7355717,American Health Pet and Animal Emerging Clinic,FL,South,Bulldog,,,,110,16,1
C-4668812,Physicians Total Care Pet and Animal Emerging Clinic,TN,South,German Shepherd,,Angelfish,African Gray Parrot,126,19,1
C-1375667,Whisk Products Pet and Animal Emerging Clinic,OK,Midwest,,,,,213,22,1
C-0190273,Alaven Pharmaceutical Pet and Animal Emerging Clinic,FL,South,Yorkshire Terrier,,,,88,19,1
C-3829341,Walgreens,CA,West,,,,,142,20,1
C-7183156,Conopco Inc. d/b/a Pet and Animal Emerging Clinic,OR,South,Yorkshire Terrier,Scottish Fold,,,92,23,1
C-3213706,Physicians Total Care Pet and Animal Emerging Clinic,OR,South,,,,,76,26,1
C-6914919,McKesson Packaging Serivces a business unit of McKesson Pet and Animal Emerging Clinic,TX,South,,,,,80,21,1
C-8336775,RITE AID Pet and Animal Emerging Clinic,NY,Northeast,German Shepherd,,,,81,23,1
C-5438026,SHISEIDO AMERICA Pet and Animal Emerging Clinic,WV,South,,,Goldfish,Dove,112,21,1
C-5714113,Agbanga Karite LLC / EveryDay Shea / Alaffia Sustainable Skin Pet and Animal Emerging Clinic,IA,West,,,,,100,24,1
C-4093014,Greenstone Pet and Animal Emerging Clinic,VA,West,Golden Retriever,,,,55,24,1
C-4801579,Energique Pet and Animal Emerging Clinic,TX,South,Labrador Retriever,,,,148,30,0
C-6388141,Meditrend Inc. DBA Progena Professional Pet and Animal Emerging Clinic,TX,South,,,,,99,17,1
C-0272807,St Marys Medical Park Pet and Animal Emerging Clinic,CA,West,,,Guppy,Finch,181,17,1
C-2860760,Physicians Total Care Pet and Animal Emerging Clinic,OH,Northeast,,,,,62,19,1
C-7129435,LG Household and Healthcare Pet and Animal Emerging Clinic,FL,South,,,,,144,21,1
C-0360448,REMEDYREPACK Pet and Animal Emerging Clinic,IN,West,,,,,129,20,1
C-3337444,Barr Laboratories Pet and Animal Emerging Clinic,IL,West,Beagle,,,,140,16,1
C-4225828,Nelco Laboratories Pet and Animal Emerging Clinic,RI,Northeast,,,,,157,21,1
C-5741001,AvKARE Pet and Animal Emerging Clinic,KS,South,Golden Retriever,American Bobtail,,,70,24,1
C-6575705,Vivier Pharma Pet and Animal Emerging Clinic,AK,#N/A,,,,,96,17,1
C-6026626,Mycone Dental Supply Co. Inc DBA Keystone Industries and Deepak Products Pet and Animal Emerging Clinic,FL,South,Yorkshire Terrier,Persian,,,141,29,0
C-4936699,Alvogen Pet and Animal Emerging Clinic,OK,Midwest,German Shepherd,,,,94,14,1
C-6864956,Ningbo Meiduo General Products Co. Pet and Animal Emerging Clinic,FL,South,Bulldog,,,,122,18,1
C-4080038,Lake Erie Medical DBA Quality Care Products Pet and Animal Emerging Clinic,AZ,West,,Sphynx,,,132,16,1
C-6902175,SESVALIA USA Pet and Animal Emerging Clinic,AZ,West,Bulldog,,Betta Fish,Dove,135,23,1
C-0303641,REMEDYREPACK Pet and Animal Emerging Clinic,CA,West,,,,,154,26,0
C-7094024,Jubilant HollisterStier Pet and Animal Emerging Clinic,NC,West,,Persian,,,169,15,1
C-9070137,Laboratoires Clarins Pet and Animal Emerging Clinic,NV,Northeast,,,,,107,29,0
C-8822018,MAKEUP ART Pet and Animal Emerging Clinic,CA,West,Yorkshire Terrier,American Shorthair,,,115,24,1
C-5030646,Physicians Total Care Pet and Animal Emerging Clinic,NY,Northeast,Boxer,,,,127,17,1
C-0905807,West-ward Pharmaceutical Pet and Animal Emerging Clinic,GA,South,,,,,102,12,1
C-2118723,Markwins Beauty Products Pet and Animal Emerging Clinic,WI,South,,,,,106,23,1
C-5117804,NASH-FINCH Pet and Animal Emerging Clinic,IL,West,German Shepherd,,,,120,15,1
C-0007799,Procter & Gamble Manufacturing Pet and Animal Emerging Clinic,PA,West,,,,,133,17,1
C-7032303,Cephalon Pet and Animal Emerging Clinic,DC,Northeast,,,,,69,18,1
C-4646107,STAT Rx USA Pet and Animal Emerging Clinic,NY,Northeast,Boxer,,,,108,22,1
C-0009958,Colgate Oral Pharmaceuticals Pet and Animal Emerging Clinic,OK,Midwest,,,,,134,25,0
